agc,ra/deg,dec/deg,v50/km/s,verr/kms/s,/kms/s,logMHI/Msol
717342,137.487494283705,16.60444482602179,13509.0,9.0,13797.8,10.1287
192303,137.5516714362893,9.798333778744563,12123.0,8.0,12425.9,9.93492
4820,137.5850047704298,7.036111079389229,1353.0,1.0,1660.43,8.63413
4823,137.6700047724881,7.204166476032697,1499.0,3.0,1806.45,9.12793
4827,137.762500953977,13.41916698461864,8630.0,3.0,8926.67,10.2402
193854,137.7695842874818,13.74333358788863,8195.0,3.0,8491.01,9.28009
190796,137.7745842876029,13.12250012729783,8895.0,2.0,9192.31,10.1439
191812,137.8262509555207,17.16277739661746,3388.0,2.0,3676.5,8.8461
717367,137.8420842892374,17.25305555562954,8368.0,4.0,8656.33,9.53419
198515,137.8933342904784,2.064444397110492,3709.0,3.0,4023.59,8.76026
191103,137.9554176253151,17.14138876192737,8137.0,12.0,8425.94,9.78831
4839,137.9754176257993,16.27999974600971,8270.0,2.0,8561.04,10.1649
193189,138.0195804727846,2.882222349755466,7694.0,3.0,8008.14,9.72942
4842,138.0974971413379,12.48694469884504,8911.0,4.0,9210.6,9.86323
4845,138.1070804749033,9.95166647597216,2112.0,1.0,2416.37,9.72551
193855,138.1204138085595,12.58583301550243,4877.0,2.0,5176.47,9.38633
190105,138.1220804752666,13.8027779685799,8606.0,2.0,8902.98,10.0594
190708,138.1345804755693,17.98055606451817,6247.0,2.0,6534.44,9.45835
739003,138.1674971430329,16.29111060267314,8250.0,2.0,8541.6,9.45337
192475,138.1899971435778,8.939444508170709,1300.0,1.0,1606.36,8.3188
192476,138.2458304782631,8.381389016401954,9283.0,26.0,9590.45,9.7822
191112,138.2658266579965,2.043888857355341,3770.0,4.0,4085.8,9.50533
4857,138.3041599922581,3.235833349288441,3793.0,2.0,4107.65,9.63572
193192,138.3091599923791,2.913888984592631,7861.0,3.0,8176.03,9.54031
193856,138.3358266596915,12.54027822299395,4828.0,2.0,5128.23,9.10174
193857,138.3508266600547,13.89055542857386,8602.0,3.0,8899.5,9.50481
4861,138.3954099944676,12.44472228607628,4896.0,6.0,5196.6,9.65357
198537,138.4558266625972,3.731388921034522,3708.0,4.0,4022.56,8.7773
198350,138.5195871485048,9.689444508170709,9096.0,5.0,9402.11,9.72516
193858,138.5300038154237,15.24916692136321,8434.0,16.0,8729.09,9.49824
4864,138.5512538159383,16.74250025453512,8368.0,1.0,8659.7,10.0984
191124,138.6220871509868,7.689722285955213,9295.0,22.0,9604.71,9.65961
191126,138.6554204851273,8.117777904961258,9268.0,6.0,9577.14,10.1342
192687,138.6608371519251,6.551944635226391,6201.0,11.0,6512.53,9.38118
192688,138.6770871523186,6.559444635407999,6075.0,16.0,6386.57,9.39271
192481,138.691670486005,8.931111429352313,12071.0,7.0,12378.9,9.87577
190862,138.7000038195401,11.89999961853027,8939.0,16.0,9241.61,9.65862
198451,138.7133371531963,7.24555581016466,3647.0,2.0,3957.67,8.97705
192483,138.7475038206903,8.012222222518176,9255.0,3.0,9564.59,9.65597
193952,138.7787500006961,14.05805574648548,3682.0,4.0,3980.45,8.41315
193799,138.7804166674032,11.76944419019856,4936.0,3.0,5239.11,9.28169
193859,138.785833334201,15.54833377874456,8394.0,3.0,8689.18,9.90021
4880,138.816666668281,11.88583320623729,4971.0,2.0,5273.99,10.0794
191932,138.8241666684626,10.65944406320341,5176.0,6.0,5481.32,9.18488
191933,138.8870833366527,10.46972273092251,5157.0,11.0,5462.86,9.28698
191128,138.922500004177,15.21749955497216,8967.0,1.0,9263.34,9.89637
191482,138.9491666714894,9.990555810043588,9245.0,31.0,9551.91,9.59137
192485,138.9733333387412,8.833333015441895,8594.0,1.0,8902.96,9.58087
4884,138.9750000054482,10.13944431743585,9369.0,3.0,9675.72,10.3742
198352,139.0279128526454,10.72444495325908,14404.0,15.0,14709.8,9.9361
4890,139.0458295197459,6.331388825667091,3684.0,2.0,3997.03,9.72913
193962,139.0620795201393,6.336944603477605,3505.0,2.0,3818.07,8.89857
191316,139.0637461868464,0.7033333810977638,11420.0,3.0,11739.6,10.003
4891,139.0891628541285,17.72472273104358,7802.0,9.0,8092.92,10.0346
198353,139.1012461877545,10.60750038165133,14479.0,2.0,14785.3,10.0258
717468,139.1179128548247,16.28111085714772,8248.0,10.0,8542.48,9.33736
190757,139.1624961892376,0.1969444487476721,5045.0,2.0,5365.29,9.41745
4900,139.1674961893586,7.264722222578712,5627.0,2.0,5939.04,9.93424
198452,139.1704128560959,6.441388952662237,5619.0,10.0,5932.26,8.97643
196022,139.192496189964,17.61861123831477,8043.0,4.0,8334.48,9.41566
190161,139.1970795234083,9.891666539711878,5268.0,1.0,5575.83,9.94675
190160,139.1987461901153,11.44833339727484,4954.0,1.0,5258.99,9.94578
190168,139.2066628569737,0.5802778337383643,8524.0,19.0,8844.1,9.9406
193861,139.2262461907813,14.6052781593753,7960.0,3.0,8258.6,9.55304
193862,139.2337461909629,14.70777758723125,3771.0,4.0,4069.4,9.01145
4907,139.243746191205,16.30583257053513,11912.0,2.0,12206.8,10.3547
717493,139.3154233439709,16.52499974588864,8054.0,4.0,8348.49,9.53786
193196,139.3575066783233,2.873889016220346,7661.0,3.0,7979.33,9.92031
192695,139.4058400128269,6.206388698308729,13730.0,9.0,14044.3,10.0974
193800,139.4358400135534,10.50388888898306,5191.0,9.0,5498.46,9.01962
190178,139.4645900142496,9.697777841705829,11706.0,9.0,12015.0,10.1423
198355,139.4795900146128,10.01666641235352,14328.0,6.0,14636.5,10.2606
193863,139.4879233481479,15.38999987300485,11435.0,5.0,11732.6,9.68392
190184,139.5287528617191,9.774166412535124,11985.0,38.0,12294.0,10.1445
190182,139.5295861950727,13.46583314298186,8677.0,28.0,8978.95,9.90423
193864,139.570002862718,15.91888920683414,10181.0,3.0,10477.7,9.82954
4925,139.5816695296672,17.75166666670702,3014.0,1.0,3306.29,9.54265
193865,139.643336197827,14.06666660308838,8640.0,65.0,8941.01,9.81757
191946,139.6600028648972,10.57722215889953,14566.0,4.0,14874.0,10.2253
191147,139.6687528651091,16.4844446987845,10212.0,5.0,10507.6,10.4433
193418,139.675836198614,1.394722214550711,11192.0,2.0,11512.8,10.1325
193198,139.7245861997944,2.790555523941293,7618.0,3.0,7937.53,9.35624
193780,139.728752866562,13.82555549219251,3517.0,4.0,3818.77,8.84997
190201,139.7316695332993,14.30527796864044,4333.0,4.0,4633.75,9.63588
191148,139.7416695335414,5.890833206358366,11475.0,5.0,11790.8,9.94546
191150,139.7791657136986,5.893333206418902,13906.0,4.0,14221.9,10.1431
192799,139.7999990475364,5.447222286136821,11467.0,7.0,11783.5,10.0939
191151,139.8520823821309,8.017221967922524,9672.0,2.0,9984.94,9.98799
193866,139.8749990493525,14.16361072997097,4319.0,4.0,4620.48,8.86851
4946,139.8883323830086,5.883610983961262,10158.0,2.0,10474.2,10.3338
192329,139.8937490498065,9.899999618530273,10094.0,2.0,10403.9,9.89229
193867,139.9124990502605,13.85000038146973,4985.0,2.0,5287.26,9.46672
190758,139.9545823846129,4.483611365430988,3621.0,1.0,3939.25,9.17583
198516,139.9883323854301,0.9519444921752438,5370.0,1.0,5692.15,9.43787
715597,139.9912490521674,0.9330555758206174,5175.0,3.0,5497.17,9.12587
198525,139.9937490522279,0.8675000675721094,5146.0,2.0,5468.24,9.09702
191153,139.9954157189349,17.27111085690558,8980.0,12.0,9274.66,9.94068
717558,140.002495231689,16.55583257053513,11916.0,2.0,12212.4,9.64074
192587,140.0054118984263,7.055000190855935,3517.0,4.0,3831.88,8.83985
193868,140.0283285656479,12.48777803219855,8526.0,3.0,8831.42,9.68781
192705,140.0283285656479,6.284166634897701,9253.0,5.0,9569.07,9.85839
4957,140.0520785662229,8.790833778562956,8473.0,3.0,8785.28,10.332
193643,140.0858285670402,0.8347222619922832,5345.0,6.0,5667.55,9.44867
193870,140.13207856816,12.82777771446854,10667.0,24.0,10972.0,9.82308
198538,140.1324952348369,3.314444397110492,3505.0,2.0,3825.17,8.84274
4959,140.1329119015136,7.073055492131971,5529.0,1.0,5844.23,9.40838
193871,140.1358285682509,12.42944476264529,8572.0,5.0,8877.85,9.54221
191156,140.1429119017558,17.70638965198305,8798.0,3.0,9092.01,9.9757
193032,140.1624952355633,3.757222222397104,5179.0,3.0,5498.75,9.04315
4962,140.1670785690076,15.09888857137412,8653.0,1.0,8953.26,9.80587
193208,140.1695785690681,2.440277841524221,3655.0,3.0,3976.24,8.85847
198591,140.1712452357752,16.99638914351817,8509.0,36.0,8804.83,9.60467
193872,140.1741619025125,12.83611079328693,10784.0,2.0,11089.1,9.97843
717578,140.1804119026638,16.18833244335838,8476.0,16.0,8773.79,9.47127
193033,140.1883285695221,3.212500047986396,3881.0,9.0,4201.46,9.02897
193647,140.1949952363503,0.6100000240840018,7140.0,20.0,7463.07,9.42327
717589,140.2437452375307,17.20444520749152,11279.0,3.0,11574.5,10.1033
190238,140.2487452376517,11.05722241313197,1333.0,1.0,1641.84,8.73675
198356,140.3162557236501,10.28944488964044,11840.0,6.0,12150.5,9.78041
4968,140.3187557237106,3.149166778312065,3517.0,1.0,3837.91,9.86577
191165,140.3291723906295,16.77333307918161,11919.0,41.0,12215.8,10.1109
193816,140.3637557248003,7.366388793918304,1389.0,1.0,1704.46,8.52338
192118,140.381255725224,11.3477774602361,5662.0,1.0,5970.68,9.34779
193427,140.3862557253451,1.588333373190835,4943.0,3.0,5265.74,9.15411
190240,140.4116723926273,13.96388869849034,10435.0,2.0,10738.5,10.2308
193781,140.4270890596672,13.61166704841889,8199.0,2.0,8503.25,9.5784
192896,140.4283390596975,4.372222349513322,5969.0,5.0,6288.8,9.16543
192714,140.4483390601818,6.671110952273011,6058.0,4.0,6374.75,9.13583
191897,140.4537557269796,9.545556000899523,4998.0,2.0,5310.17,9.34686
4977,140.4995890614227,3.37833346077241,8371.0,5.0,8692.19,10.141
4978,140.5245852412772,3.897777889389545,4138.0,1.0,4458.66,9.87119
191170,140.5633352422155,17.42083269765135,10697.0,20.0,10992.9,9.91936
193873,140.5854185760836,14.1733336513862,8441.0,2.0,8744.5,9.75561
191172,140.590001909528,4.060000190977007,5300.0,1.0,5620.65,9.27128
193874,140.5933352429419,13.73527803213801,11803.0,3.0,12107.5,9.78743
198539,140.6054185765679,3.257777777966112,3468.0,2.0,3789.64,8.91818
193649,140.6187519102241,0.1416666738223284,7683.0,6.0,8007.72,9.6287
193036,140.6441685775062,3.08722214284353,3606.0,6.0,3927.94,8.84786
717622,140.6554185777786,16.85555593715981,11516.0,9.0,11813.5,9.94714
192119,140.6716685781721,11.64027765078936,11513.0,26.0,11822.0,9.98252
198592,140.7549980927724,16.38138901640195,8379.0,3.0,8677.96,9.49314
190850,140.7808314267313,2.490833349409513,5158.0,2.0,5480.99,9.2801
4993,140.8020814272459,2.599166825995781,5018.0,3.0,5340.93,9.68971
193216,140.8054147606599,2.0511110634543,5175.0,9.0,5498.51,9.21537
191180,140.827498094528,16.6205556828063,10646.0,10.0,10944.6,10.0783
717642,140.8554147618707,17.08555619139224,10448.0,18.0,10745.5,9.93459
4999,140.9024980963441,2.136389000224881,5089.0,1.0,5412.71,9.6927
193218,140.9408314306056,2.753333333414048,5056.0,1.0,5379.17,9.50117
198494,140.9424980973126,1.724722254206426,1660.0,1.0,1984.24,8.61345
190256,140.9499980974942,12.98361136543099,11138.0,3.0,11445.1,9.98373
191194,140.9533314309083,2.116388793918304,7200.0,3.0,7523.88,9.95188
191197,141.0049942780751,5.207777587231249,8383.0,1.0,8703.41,10.1341
191198,141.0191609450849,2.119722349452786,11083.0,14.0,11407.1,10.2615
190264,141.0674942795885,5.943333397153765,10245.0,9.0,10564.6,10.024
193875,141.0908276134869,15.45638869830873,10540.0,4.0,10842.1,10.1882
717673,141.1212442808901,17.98944469890557,8472.0,25.0,8768.03,9.769
190270,141.1587442817982,17.65777739649639,4072.0,8.0,4368.97,9.19556
193876,141.1908276159084,15.01611111150123,10670.0,8.0,10973.3,10.0929
717679,141.2054109495948,17.95361187413801,8530.0,12.0,8826.35,9.64155
739021,141.2141609498067,16.26000000024214,11595.0,15.0,11895.5,9.66508
739022,141.2166609498672,17.26138888916466,2612.0,1.0,2910.11,9.46696
190277,141.3037547696731,12.15583295200486,8658.0,1.0,8967.73,10.2216
198540,141.3129214365618,3.31222217483446,4209.0,1.0,4532.62,9.14372
198453,141.3270881035714,7.051666857441887,8398.0,3.0,8716.72,9.50203
198477,141.3350047704298,3.117777904961258,5267.0,5.0,5590.91,9.51522
193652,141.3412547705811,0.2097222403390333,7511.0,21.0,7837.76,9.56361
198541,141.3425047706114,2.584444603417069,1630.0,3.0,1954.51,8.10273
192591,141.3525047708536,7.642777650849894,9249.0,1.0,9566.89,9.9818
5017,141.363754771126,11.07027771428693,3205.0,4.0,3517.01,8.79946
198542,141.3945881052059,2.653888984350488,1630.0,3.0,1954.58,8.22295
198419,141.3987547719734,11.48694469884504,2848.0,4.0,3159.31,8.97765
198420,141.4000047720037,11.47277828655206,2882.0,6.0,3193.34,8.89169
5021,141.4508381065679,11.42611142923124,3783.0,2.0,4094.57,9.52531
193044,141.4583381067496,3.06222217483446,3573.0,1.0,3897.32,9.50481
198594,141.5166676207446,17.36888901609927,12759.0,3.0,13057.7,9.95096
5027,141.5741676221369,3.135000111302361,4156.0,1.0,4480.57,9.69289
193877,141.6195842899033,15.81194463546854,11365.0,4.0,11667.7,9.66703
192130,141.6191676232266,11.66666698455811,8664.0,2.0,8975.58,9.86209
5030,141.6462509572157,7.956388698308729,2151.0,5.0,2469.23,9.04785
5032,141.6800009580329,1.151111087296158,5083.0,3.0,5409.89,9.45568
191968,141.741250959516,10.04972266766708,5334.0,6.0,5648.94,9.47577
193045,141.7954138067434,3.307777730282396,3516.0,8.0,3841.0,8.78519
12931,141.8624971417012,3.934166730265133,5321.0,5.0,5645.45,9.80948
190299,141.9041638093768,12.28222196828574,8647.0,65.0,8958.15,10.11
192132,141.9133304762654,11.61861123831477,3207.0,3.0,3519.48,8.67785
198358,142.0154242964345,9.7413891433971,9862.0,7.0,10178.3,9.68392
5046,142.0320909635047,17.20277854078449,4148.0,1.0,4448.46,9.25698
191971,142.0475076305447,10.79250044526998,9196.0,6.0,9510.43,9.79049
190742,142.0525076306658,3.409444540040568,3505.0,6.0,3830.6,9.49962
198454,142.0512576306355,7.539722190587781,1374.0,3.0,1694.01,7.93203
193879,142.0700076310896,12.49916692136321,7801.0,2.0,8112.16,9.38089
192911,142.0787576313014,4.768333555897698,9412.0,7.0,9736.02,9.6714
193050,142.1025076318765,3.936944508110173,9512.0,7.0,9837.12,9.53086
192598,142.1300076325424,7.564722413313575,9860.0,5.0,10180.2,9.81789
190712,142.1791743003996,16.07250089023728,8609.0,27.0,8912.59,9.86511
193053,142.2183409680146,3.3149999526795,10861.0,6.0,11187.2,9.72373
192498,142.3062538160593,8.635277650668286,7889.0,4.0,8207.95,9.42935
192600,142.3225038164528,7.157777873333544,9522.0,3.0,9843.34,9.74364
198517,142.3604204840376,1.881389016401954,6898.0,2.0,7226.09,9.28043
5056,142.3729204843403,7.721111143007874,2144.0,1.0,2464.61,9.6937
190319,142.3750038177241,11.63777765072882,8562.0,22.0,8875.71,9.77687
193880,142.3820871512289,13.19027784152422,5946.0,3.0,6256.58,9.8173
193881,142.3975038182689,14.79944488988258,10461.0,5.0,10768.1,9.59118
192137,142.4645871532266,11.92555587366223,1621.0,1.0,1934.38,8.80143
193056,142.4745871534687,3.645555667113513,3551.0,2.0,3877.49,9.01727
193882,142.4966704873368,12.48916692112107,11710.0,3.0,12022.3,9.88317
5064,142.5383333342615,7.906388984411024,2023.0,4.0,2343.77,8.522
5065,142.5637500015437,4.139999873004854,5337.0,1.0,5663.15,10.0299
190330,142.6250000030268,16.36611149297096,8636.0,60.0,8940.07,9.95184
193883,142.7137500051759,13.78750044514891,14651.0,7.0,14961.2,10.0886
191236,142.7574961854844,6.566944380872883,5447.0,3.0,5770.41,9.63397
192917,142.8387461874518,4.349166825995781,5565.0,13.0,5891.63,9.33955
192719,142.8604128546431,6.113888793857768,11184.0,10.0,11508.3,9.97992
192602,142.9004128556117,6.949722286197357,9542.0,3.0,9865.23,10.085
5078,142.9429128566408,3.728055587620474,3216.0,2.0,3543.67,9.51149
192603,142.959579523711,7.411944540101103,10253.0,9.0,10575.7,9.70814
5081,143.0254233430024,8.448055619490333,2140.0,7.0,2461.2,9.14894
193797,143.041256676719,15.99472247681115,11993.0,4.0,12299.0,10.2233
5083,143.0754233442131,0.3038889009039849,3786.0,14.0,4117.49,9.14407
191989,143.0854233444552,10.0977774602361,3212.0,3.0,3530.5,8.99759
192607,143.0866733444855,7.302222413010895,2120.0,2.0,2443.19,8.46204
5082,143.087506677839,10.81250019103754,3193.0,3.0,3510.19,9.39983
193263,143.0987566781114,2.549166635260917,5236.0,1.0,5565.42,9.69263
191990,143.1104233450606,10.10611149272881,8540.0,1.0,8858.56,9.91895
193884,143.1695900131599,16.17583269777242,6294.0,7.0,6599.94,9.61314
712907,143.1675066797761,8.58277771458961,14365.0,23.0,14686.4,10.1975
190347,143.2216733477544,12.28277752385475,4699.0,3.0,5013.67,9.53696
193885,143.249590015097,16.06805644568522,12073.0,50.0,12379.4,9.99431
193886,143.2620861946488,15.82555549219251,5961.0,5.0,6268.01,9.55482
198429,143.3445861966465,5.452499809325673,10462.0,3.0,10788.6,9.67201
193887,143.359169530333,15.68527784140315,12039.0,3.0,12346.6,9.74571
192140,143.3637528637774,11.72944495338015,12983.0,6.0,13299.1,10.1599
190356,143.3875028643524,14.58083327009808,5934.0,2.0,6244.2,9.76272
191998,143.4404195323004,10.83833301556297,5731.0,1.0,6049.07,9.7194
5092,143.4466695324518,10.15305517415982,3200.0,67.0,3519.35,9.38111
192354,143.4729195330874,9.206110920524225,2322.0,6.0,2643.1,8.94928
191999,143.4783361998853,10.92861142929178,5853.0,7.0,6171.0,9.51293
5093,143.5004157130025,10.03305530163925,3127.0,16.0,3446.71,9.00459
191246,143.501249046356,2.470555587438866,4886.0,3.0,5216.57,9.36209
190362,143.5070823798305,11.01444444479421,2498.0,5.0,2815.91,8.30532
192357,143.5083323798608,9.84138857119251,10447.0,7.0,10767.1,9.54534
5095,143.5087490465376,9.479167175595649,3055.0,2.0,3375.72,9.22141
193670,143.5149990466889,0.3911111331544816,7028.0,4.0,7360.59,9.49481
192001,143.5262490469613,10.93305587384384,5786.0,3.0,6104.11,9.34647
5097,143.5483323808294,0.2386111271334812,4871.0,14.0,5203.81,9.77815
192726,143.5479157141526,6.38833320629783,13709.0,19.0,14034.8,10.0176
193888,143.5520823809202,13.91888920683414,7680.0,5.0,7992.09,9.243
717883,143.6204157159081,16.56194368179422,8347.0,1.0,8653.16,9.65306
193953,143.6254157160293,12.38222234975547,2591.0,3.0,2906.52,8.24202
5099,143.6395823830389,0.09027778042946011,4916.0,3.0,5249.17,10.1618
193889,143.6416657164227,12.99916692136321,3040.0,3.0,3354.28,8.64149
193890,143.6599990502,13.7638888892252,7581.0,3.0,7893.7,9.50979
5100,143.6599990502,5.843055714736693,5505.0,3.0,5831.85,9.86855
193672,143.6658323836746,0.6991667306283489,7642.0,4.0,7974.72,9.9521
191249,143.6870823841891,6.425555396825075,552.0,2.0,878.088,8.12518
5102,143.6966657177545,10.28944488964044,2427.0,2.0,2746.75,9.39003
5107,143.7833285657689,5.116666793823242,2009.0,1.0,2337.16,9.36465
193277,143.7958285660716,2.570833269855939,14152.0,18.0,14483.2,10.249
193891,143.8037452329299,13.12333346065134,7239.0,4.0,7553.44,9.58422
739043,143.8099952330813,17.12166679394431,4299.0,1.0,4604.26,9.47052
198543,143.8324952336261,2.990833349409513,5633.0,2.0,5963.88,9.21513
190372,143.839578567131,13.54722266760655,5975.0,3.0,6288.63,9.85295
198334,143.9629119034508,9.556111301993951,4974.0,3.0,5295.76,9.07905
191255,143.9695785702788,4.015000000363216,5487.0,5.0,5817.04,9.57482
193892,143.9841619039653,14.76194444473367,11808.0,3.0,12119.3,9.77818
191256,144.0154223890858,16.76472222257871,8197.0,13.0,8503.65,9.83987
5116,144.0241723892978,3.009444444673136,5584.0,3.0,5915.35,9.52896
193842,144.0416723897215,11.68611117475666,8949.0,3.0,9266.98,9.40101
192731,144.0591723901452,6.707222031662241,8413.0,3.0,8739.64,9.68864
190385,144.1054223912652,11.33555523771793,8654.0,5.0,8972.83,10.1101
193483,144.11250572477,1.178055516094901,4899.0,7.0,5232.45,9.35726
192364,144.1129223914468,9.600000381469727,5602.0,2.0,5924.06,9.33763
190744,144.1300057251937,15.54833377874456,4330.0,3.0,4639.86,9.24526
191259,144.1512557257084,1.116944452398457,4926.0,2.0,5259.61,9.54859
715602,144.1687557261321,0.4052778136683628,4871.0,6.0,5205.29,9.34
715603,144.2187557273428,3.13250012753997,8323.0,2.0,8654.72,9.91615
192145,144.2208390607266,11.71222203178331,8627.0,3.0,8945.38,9.54879
191735,144.2600019075907,9.545833778684027,5586.0,7.0,5908.53,9.52579
5121,144.2729185745702,13.88777765072882,8553.0,8.0,8866.98,10.0559
192365,144.2895852416405,9.463610920705833,6719.0,2.0,7041.75,9.78371
192733,144.3208352423972,6.503611111198552,6110.0,6.0,6437.61,9.20234
198430,144.3500019097701,4.098333492642269,2016.0,4.0,2346.92,8.15519
