# group_id gra gdec area
2146 219.28342636 8.09652749 1.0
2155 236.53461957 30.23078769 0.958333333333
2178 232.58173121 27.10212123 1.0
2181 235.62702525 25.04666969 1.0
2211 215.67799879 28.90006951 1.0
2212 219.67850726 28.48867926 1.0
2223 207.88514383 29.35872845 1.0
2234 154.77916251 27.97608582 1.0
2253 181.77396842 25.67626073 1.0
2286 203.49566757 17.75411875 1.0
2294 204.36074141 15.97716448 1.0
2303 145.73677751 14.16268738 1.0
2306 188.77461642 -0.2386097 0.833333333333
2311 159.82386076 -0.25905727 0.913043478261
2328 214.32978719 1.17302348 1.0
2359 19.99161016 14.57078926 1.0
2361 140.00673193 1.01029499 1.0
2378 162.07928063 4.9145793 1.0
2379 166.07591179 4.85093261 1.0
2403 199.53992188 4.44546046 1.0
2422 232.33817592 5.07377112 1.0
2454 120.01646361 26.68463181 1.0
2470 175.61633879 8.80783595 1.0
2515 183.05991057 15.3610223 1.0
2539 198.15084937 11.72619663 1.0
2550 180.60028539 12.34572451 1.0
2569 228.6504588 8.32087492 1.0
2583 191.74140719 9.860503 1.0
2590 224.40033669 8.38115502 1.0
2603 243.80123816 26.5781404 1.0
2615 219.97960059 12.34177717 1.0
2646 136.26050467 28.30064389 1.0
2660 139.94505168 26.83913203 1.0
2661 145.69606022 28.9688463 1.0
2683 208.95121302 25.20324067 1.0
2696 228.51768626 19.9815328 1.0
2708 137.54594027 18.70208259 1.0
2710 157.87958874 24.0805819 1.0
2727 144.97060262 16.81713673 0.909090909091
2737 206.15331243 20.35653487 1.0
2741 208.65779563 21.81597688 1.0
2742 221.62030209 19.29198595 1.0
2745 173.29414007 25.13518226 1.0
2757 199.33573223 20.64705378 1.0
2766 212.46897231 15.03741319 1.0
2781 153.51772945 14.49349697 1.0
2786 41.35137923 0.91401281 1.0
2902 149.23020512 3.76689965 0.9
2908 134.37389912 2.97741534 1.0
3010 120.15772703 28.45890947 1.0
3047 129.65469423 4.08056647 1.0
3049 129.55428292 4.35375933 1.0
3054 192.18761939 9.12790166 1.0
3169 184.69820377 12.89133181 1.0
3222 234.1243186 5.72925612 1.0
3280 243.59935391 27.23327243 1.0
3324 202.45244301 13.34386216 1.0
3325 203.94577729 13.38959068 1.0
3326 185.82106025 14.33432332 1.0
3327 172.39755099 15.30807502 1.0
3363 223.65816521 25.71376092 1.0
3404 134.46060119 20.11319578 1.0
3422 174.8150803 26.34495522 1.0
3425 119.3386194 11.09577065 1.0
3437 121.25837445 10.76104965 1.0
3480 213.18168528 20.42236221 1.0
3483 205.75338021 22.14641828 1.0
3487 215.82938861 20.72473401 1.0
3489 173.33355561 24.49800434 1.0
3501 221.5813936 16.08371072 1.0
3503 243.2067726 11.14647858 0.933333333333
3506 160.5009092 18.27561956 1.0
3525 128.08044807 11.87794885 1.0
3565 222.51365105 0.55527584 1.0
3567 133.90762665 0.82202923 1.0
3646 196.9567657 3.21531915 1.0
3706 131.13033524 2.2952484 1.0
3723 165.80672573 3.33842706 1.0
3731 167.62815824 4.04782328 1.0
3734 166.20142106 4.29766141 1.0
3735 162.08746305 4.92410464 1.0
3755 223.53183258 4.35772944 1.0
3775 205.99803461 3.92709585 1.0
3912 167.59675464 7.7248776 1.0
3977 153.35891048 7.91665266 1.0
3980 165.30055096 9.27308692 1.0
4006 162.15255654 12.99371126 1.0
4008 139.03186195 10.17243912 1.0
4011 145.40183947 11.40338834 1.0
4137 206.94055109 7.41340969 1.0
4196 215.2455934 6.20385325 1.0
4200 228.33342063 5.72165354 1.0
4237 248.9127509 27.4392804 1.0
4302 43.774631 -0.1741014 1.0
4319 131.73721562 28.16171856 1.0
4320 152.12301143 12.53073962 1.0
4409 167.66169689 30.1702742 1.0
4418 218.94915206 24.72821675 1.0
4439 228.64341776 20.77201486 1.0
4466 356.04462343 0.41338417 1.0
4472 118.95011753 13.01194124 1.0
4478 159.50175559 28.15395076 1.0
4507 175.32947592 27.8697042 1.0
4510 121.47891641 12.4740336 1.0
4524 146.98108054 20.31084485 1.0
4532 160.6209758 24.00764578 0.888888888889
4608 236.08452492 11.48379079 1.0
4621 164.510933 17.05961464 1.0
4635 138.49949492 16.79048715 1.0
4667 223.42489152 0.03346164 1.0
4686 225.43783123 -0.00086844 1.0
4798 216.14733799 1.17473399 1.0
4807 205.51109589 1.85108453 0.888888888889
4940 167.61870797 4.53176769 1.0
4943 145.61406176 4.2820785 1.0
5003 195.45289576 5.02412401 1.0
5083 351.85599149 15.40775923 1.0
5257 195.00813886 8.71982216 1.0
5258 175.9016811 8.94358554 1.0
5295 191.58976805 11.88468365 0.875
5351 119.90075921 25.33771125 1.0
5390 126.72778285 7.47697443 1.0
5395 145.95600335 11.03487562 0.952380952381
5402 149.99258967 12.95116231 1.0
5512 200.3682405 12.25105091 1.0
5564 210.02436776 12.1046563 1.0
5586 201.0446915 6.47455803 1.0
5587 169.70106659 7.50968155 1.0
5599 196.96522663 6.39343992 1.0
5600 199.27576515 6.39668506 1.0
5630 211.22619991 11.88889904 1.0
5631 233.02562604 9.46738166 1.0
5638 236.04375001 27.42981401 1.0
5667 234.68381946 6.67347588 1.0
5680 227.90098996 5.3211811 1.0
5682 236.53478801 5.11553412 1.0
5723 236.94859373 28.65250572 1.0
5783 241.08104544 24.97500531 1.0
5842 17.07320287 0.0756971 1.0
5878 149.76764292 13.04390483 1.0
5997 219.11223496 29.8722262 0.947368421053
6041 163.09043241 30.06810412 1.0
6091 243.3905001 14.23553105 1.0
6193 165.22042755 29.68907016 1.0
6196 119.10703174 11.6969656 1.0
6211 198.35183553 27.79552222 1.0
6224 170.74722621 27.5867432 1.0
6250 154.1219261 22.09357535 1.0
6270 157.85584994 19.71994552 1.0
6326 166.2651096 24.87519373 1.0
6333 174.94609484 19.91964842 1.0
6357 214.92264392 17.85573221 1.0
6363 222.29642417 16.74692938 1.0
6367 154.22879824 16.99950679 1.0
6386 241.12730417 11.21001613 1.0
6396 211.8128902 15.01954822 1.0
6405 160.65087769 15.74695668 1.0
6416 165.11991394 17.52411602 1.0
6421 201.65308164 16.89792526 1.0
6544 179.25989461 1.12167636 1.0
6548 216.87773113 1.01661844 1.0
6560 28.96664699 14.93509071 1.0
6743 225.31713768 1.61914403 1.0
6744 227.02102418 1.24018658 1.0
6785 132.68374557 1.33253938 1.0
6816 229.30676323 3.34990568 1.0
6956 26.65462279 13.91789017 1.0
6965 31.38415927 14.66905357 1.0
7063 167.16250483 4.83593401 1.0
7174 170.32991569 3.64751965 1.0
7193 194.97962635 5.03770436 1.0
7198 188.79497815 5.8571947 1.0
7334 359.1810919 13.82502599 1.0
7394 29.68347292 0.54533481 1.0
7555 119.54143958 25.14958156 1.0
7656 181.07800633 8.86468268 1.0
7667 155.64975028 8.35234074 1.0
7817 124.219819 27.60834215 1.0
7841 180.61778683 8.94909718 1.0
7887 122.73614034 25.1495929 1.0
7889 126.59103276 27.82106919 1.0
7945 154.15217084 12.61168255 1.0
7957 174.07311419 15.4805495 1.0
7977 126.10734107 26.15488009 1.0
8137 167.45848589 12.79244627 1.0
8141 197.30842344 11.62892074 1.0
8149 189.93803317 13.51730317 1.0
8210 178.88805581 11.9667284 1.0
8215 221.95197896 9.50660126 1.0
8230 222.5919333 10.32511069 1.0
8381 191.01499201 9.05439387 1.0
8387 196.06292414 9.13239708 1.0
8393 221.04329519 7.94245489 1.0
8422 201.01229718 9.70668934 1.0
8423 213.92159949 8.88399094 1.0
8505 246.18643596 23.96601336 1.0
8576 209.057063 13.50067551 1.0
8578 218.5499903 12.70192944 1.0
8585 233.15885997 10.32592011 1.0
8634 245.41832542 24.92359273 1.0
8643 234.90079377 25.74355699 1.0
8672 338.0340819 0.04150634 1.0
8899 119.16542983 17.98767785 1.0
8975 146.25280624 29.43565538 1.0
9017 234.86306049 24.4414811 1.0
9025 231.36625594 26.52544791 1.0
9026 233.10467475 25.54939538 1.0
9038 226.76010686 25.73908497 1.0
9049 209.88804731 30.06353027 1.0
9102 146.27550927 27.24789086 1.0
9116 204.87844558 27.92417344 1.0
9118 240.26166961 17.60637628 1.0
9122 231.9010517 21.52108749 1.0
9128 222.43633314 25.35146752 1.0
9139 225.06394637 24.64296511 1.0
9151 212.72812897 26.81301934 1.0
9183 240.34517949 16.72976362 1.0
9186 205.44645447 27.02998998 1.0
9188 244.68073292 15.58980879 1.0
9229 234.48646481 16.33631667 1.0
9241 226.88647904 19.59245844 1.0
9293 169.56105326 28.24361233 1.0
9295 178.18807601 29.31301644 1.0
9335 143.53364792 24.23022503 1.0
9422 181.80557286 24.86600163 0.0
9455 139.40084104 19.05330558 1.0
9498 159.27358562 20.4311299 1.0
9514 208.11606061 21.59284648 1.0
9547 160.9403792 20.3311168 1.0
9640 156.80177894 18.07725773 1.0
9647 162.02882366 18.20769657 1.0
9649 173.29243535 19.78483609 1.0
9650 175.87033205 19.64463941 1.0
9702 238.76606244 10.98149212 1.0
9720 237.16358984 11.65714753 1.0
9722 241.14217395 12.23410785 1.0
9737 166.11257593 17.11480115 1.0
9792 127.10692943 8.6841466 1.0
9889 173.07692484 0.80639218 1.0
9902 168.99326034 0.84719036 1.0
9967 190.71238527 0.02133196 1.0
9995 166.8867376 0.7803614 1.0
10039 16.78628859 13.96389273 1.0
10040 17.34984855 14.34163004 1.0
10453 198.85444182 1.9602545 1.0
10454 199.26689932 1.81959823 1.0
10465 190.13832839 2.46313892 1.0
10498 186.86885709 3.28588903 1.0
10655 227.77536601 4.29219727 1.0
10804 349.50352555 13.8774673 1.0
10828 346.75441361 15.01650355 1.0
10836 0.8194959 15.97374393 1.0
10949 16.60150561 14.57579546 1.0
10959 22.2037219 14.67157899 1.0
10970 19.14164406 15.76203219 0.75
10971 29.25179573 14.89843927 1.0
11002 172.23490721 3.41423143 1.0
11088 148.01807966 4.18213771 1.0
11174 185.8030948 6.05938107 1.0
11252 217.14470211 3.26428793 1.0
11300 206.10052367 5.79561466 0.933333333333
11442 192.87890672 5.8342041 1.0
11779 234.20890648 3.7927084 1.0
11810 233.81177778 5.06246608 1.0
11847 346.5108542 14.83039534 1.0
12094 116.06242184 29.25111786 0.857142857143
12105 114.72133739 29.17065217 1.0
12192 119.57227886 27.17201502 1.0
12393 123.01642626 29.39937941 1.0
12480 159.37629696 5.60410888 1.0
12562 162.64736326 6.10350648 1.0
12608 140.20756298 6.07812717 1.0
12612 148.64386931 6.61742544 1.0
12692 184.48014726 10.87340958 1.0
13119 155.84022934 10.94243308 1.0
13295 188.73673866 15.55802046 1.0
13891 165.19722308 10.74419882 1.0
13920 219.13128257 9.93729469 1.0
13928 232.35392073 8.03943068 1.0
13969 159.70333794 12.13405761 1.0
14081 209.36397722 5.97260068 1.0
14093 198.45395071 6.97700414 1.0
14127 185.0234979 8.62575157 1.0
14234 228.3546022 8.09203727 1.0
14257 209.30859209 12.0100141 1.0
14261 226.50065945 9.94530199 1.0
14267 213.90233795 11.9162138 1.0
14502 218.55210935 8.13295479 1.0
14751 249.55742447 26.29029685 1.0
14893 229.86782357 9.95759252 1.0
14918 221.57227848 13.02105288 1.0
15428 209.89734415 12.75561936 1.0
15732 139.19613875 29.34452281 1.0
15793 118.17512142 14.86037033 1.0
15806 144.51669159 28.06817923 1.0
15809 151.04583368 29.94603424 1.0
15845 230.53856473 26.37804562 1.0
15868 220.12292695 28.69635279 1.0
15937 223.09821971 29.82676025 1.0
15959 225.56215156 25.62045532 1.0
15962 214.60065496 29.19299185 1.0
16055 217.28915014 28.84187542 1.0
16178 197.76292043 29.63510128 1.0
16199 209.65543242 28.86071735 1.0
16213 201.99263085 28.54710383 1.0
16326 207.01790571 24.909472 1.0
16344 213.11626675 24.64410648 1.0
16416 224.11735971 20.54121862 1.0
16458 131.42877406 19.72387207 1.0
16510 141.82726457 21.57278359 1.0
16612 193.43407242 29.58623521 1.0
16621 146.17437256 24.53826514 1.0
16640 155.65546925 27.36447835 1.0
16646 119.24530057 14.6274303 1.0
16689 200.39397764 25.51414363 1.0
16692 172.78743033 26.27366439 1.0
16740 178.72093249 28.23836231 1.0
16817 186.22798768 28.52942458 1.0
16849 205.2534241 24.47827502 1.0
16923 155.48492956 21.06025804 1.0
16940 169.89002814 24.96539123 1.0
16953 149.76185002 17.81870034 1.0
16991 183.87443735 21.88186073 1.0
17032 159.97319987 20.84020986 1.0
17046 226.13535088 17.69867417 1.0
17136 157.35091216 19.66191168 1.0
17137 158.16086945 19.9680108 1.0
17139 174.01946369 21.72347614 1.0
17197 220.82798422 18.88437502 1.0
17208 162.29162827 22.03338012 1.0
17279 220.14095139 21.90894103 1.0
17284 187.87790394 19.09159856 1.0
17309 173.79153322 20.32548572 1.0
17363 220.80879236 16.46583375 1.0
17427 161.38013584 17.63499953 1.0
17439 162.30338025 19.52317213 1.0
17476 214.40111746 18.47868843 1.0
17567 217.75714275 14.49891795 1.0
17596 241.1879423 14.12469775 1.0
17654 200.00285926 15.8748417 0.947368421053
17889 243.23678001 -0.0964464 1.0
18512 171.90251937 0.39620212 1.0
18685 162.47831916 1.18825971 1.0
18718 209.93730622 1.08698044 1.0
20133 204.20655838 1.16632013 1.0
20665 235.02819579 1.93790516 1.0
20901 157.42057394 1.92572073 1.0
20950 217.66600206 1.87413417 1.0
21040 167.10800155 2.97782555 1.0
21241 227.94273056 3.65489842 1.0
22768 170.97933389 3.09404712 1.0
23186 154.08090801 4.81963654 1.0
23309 170.61801729 4.27477793 1.0
24518 177.60980028 4.68857001 1.0
24550 180.76729053 5.17315655 1.0
24578 168.27395572 5.27397751 1.0
24635 198.32941711 6.05508829 1.0
25275 224.54342401 2.45002795 1.0
26278 348.73264376 14.96019779 1.0
26288 4.76659797 15.72147193 1.0
26617 30.55073534 -0.1103161 1.0
26659 24.63977556 0.72437671 1.0
27300 117.47210515 29.71726595 1.0
28307 118.41670326 26.4853352 1.0
29410 156.70846469 8.16788746 1.0
29605 154.46440106 9.13631799 1.0
31108 155.32966929 8.12541231 1.0
31843 156.82792139 9.98324134 1.0
31910 129.73234905 7.45283704 1.0
31958 127.04991396 8.13518159 1.0
32199 171.44217238 14.67465035 1.0
33730 248.73503232 25.69050498 1.0
33897 184.80393728 11.72181505 1.0
33903 167.84151805 11.55931136 1.0
33950 165.12397268 12.1749316 1.0
33960 174.26452347 12.92406899 1.0
34010 197.50637578 11.47313358 1.0
34744 140.31963665 10.29094752 1.0
34753 160.3137328 10.55084355 1.0
34890 158.47552294 11.18482693 1.0
35434 179.81020015 6.19333038 1.0
35462 167.24618834 6.32362679 1.0
35538 197.27504288 6.98032152 1.0
35640 180.86094738 8.37890033 1.0
35692 197.45767443 6.44740604 1.0
35729 189.55727244 7.81619242 1.0
36022 220.58234452 8.99619165 1.0
36024 226.20583382 8.17560329 1.0
36059 226.38930017 8.52799576 1.0
36063 229.4907707 8.23595185 1.0
36133 226.85262717 9.92150763 1.0
36711 210.55441 8.03684347 1.0
36889 194.67373924 10.61830564 1.0
37039 207.35816407 8.50984233 1.0
37059 234.77301565 5.83733431 1.0
37364 222.56602656 6.52036149 1.0
37392 227.06118065 6.80879589 1.0
37943 241.6642677 30.10162807 1.0
38098 240.74597279 27.02034287 1.0
38406 199.07496334 13.48278473 1.0
38607 235.22243741 9.75821112 1.0
38729 225.20483909 11.52169399 1.0
38837 241.6663832 27.84181678 1.0
39276 231.78397957 28.81539481 1.0
40146 5.11136241 -0.02613175 1.0
40676 156.03356243 13.59392981 1.0
40894 176.08869099 15.12135532 1.0
42397 143.26823434 27.53992278 1.0
42521 232.26223565 25.4536138 1.0
42672 139.17473519 25.30313732 1.0
42772 222.80261334 28.55692568 1.0
43357 216.27011839 27.87318352 1.0
43572 225.4731846 25.96527968 1.0
43576 218.96331676 28.44611862 1.0
44021 242.72203919 17.04767024 1.0
44047 215.15166355 26.86897949 1.0
44051 219.3592584 25.76328694 1.0
44214 221.20658497 24.54720192 1.0
44488 228.11599824 20.65326847 1.0
44500 240.39487133 16.42632751 1.0
44809 215.37669211 23.92168115 1.0
45087 217.35001389 21.8356146 1.0
45137 223.69747785 20.80920821 1.0
45558 177.63372894 28.59504728 1.0
45652 162.30362143 27.74970596 1.0
45706 161.28160097 28.01499998 1.0
45709 164.31681571 28.54118904 1.0
45723 178.90818941 29.98756259 1.0
45981 125.19548585 16.64698747 1.0
46044 167.34988143 29.56701851 1.0
46073 147.61863416 25.8043534 1.0
46402 185.07755646 27.92198831 0.0
46638 161.92856081 26.28332984 1.0
46849 176.19357089 25.43211306 1.0
47038 144.28584362 19.83108571 1.0
47421 158.53511238 19.70521363 1.0
47836 140.17965537 15.1067836 0.0
47999 147.33125278 17.84574262 1.0
48357 218.35389461 20.00024492 1.0
48429 217.3232495 20.65852942 1.0
48528 178.29800471 25.43590655 1.0
48623 184.30388198 19.09928642 1.0
49016 205.91664036 19.56591919 1.0
49249 174.76277496 19.34004068 1.0
49531 226.40999918 14.44968257 1.0
49586 232.09085363 14.55522477 1.0
49669 226.18873872 12.65107467 1.0
49749 237.05359643 11.27869357 1.0
49857 211.92863881 14.87123683 1.0
50011 242.61172358 12.30802604 1.0
50044 175.59198823 16.09842986 1.0
50068 171.52625806 16.39591996 1.0
50201 166.1459576 16.06448308 1.0
50431 184.47162146 17.44438899 1.0
50682 152.12724283 16.83855746 1.0
