# AGCNr    HIra         HIdec       v21     redshift               dist    w50   flux   snratio   loghimass   groupid   gra            gdec          gz           Mhalo_L   Mhalo_M   ngal   r180L                d_A_mpc              r180_arcmin          galid    ra              dec            z           MASS           
  231554   208.808334   25.027777   9343    0.031143333333333332   114.8   272   0.98   6.1       9.48        83        208.31310206   25.01630828   0.0299227    14.217    14.1545   67     1.8332557920428059   127.88646598610616   49.280188724603846   476833   208.802429185   25.021431092   0.0310279   7.5141726E10   
  725915   208.815842   25.143612   9397    0.031323333333333335   132.7   425   1.11   5.1       9.66        83        208.31310206   25.01630828   0.0299227    14.217    14.1545   67     1.8332557920428059   129.4104263239572    48.69985640369712    483823   208.814907478   25.138617569   0.0314116   9.6534641E9    
  232392   202.219986   11.752778   7151    0.023836666666666666   102.2   204   1.48   10.1      9.56        86        202.36467028   11.55060939   0.02282006   13.8613   13.8015   64     1.404991842449017    99.23236447876744    48.67369829116344    306342   202.217909686   11.755877663   0.0238662   2.22849997E9   
  8475     202.357086   11.004167   6835    0.022783333333333333   102.3   591   18.73  52.8      10.67       86        202.36467028   11.55060939   0.02282006   13.8613   13.8015   64     1.404991842449017    94.6107577475031     51.051342197772016   304059   202.358104496   11.007894517   0.0227204   1.22253132E11  
  230367   202.388748   11.703055   6549    0.02183                102.2   117   0.88   6.9       9.34        86        202.36467028   11.55060939   0.02282006   13.8613   13.8015   64     1.404991842449017    90.92032991357962    53.123500255105135   290928   202.398048322   11.697736461   0.0218073   5.0501315E9    
  230380   202.66626    11.594999   7244    0.024146666666666667   102.2   303   1.12   5.9       9.44        86        202.36467028   11.55060939   0.02282006   13.8613   13.8015   64     1.404991842449017    100.1866151364337    48.210094360217774   290937   202.666950456   11.594923004   0.0241031   7.0704379E9    
  232412   202.979156   11.813056   6965    0.023216666666666667   102.2   48    0.48   7.5       9.07        86        202.36467028   11.55060939   0.02282006   13.8613   13.8015   64     1.404991842449017    96.94342567815029    49.82293678576811    306364   202.976970964   11.806569309   0.0232984   6.6695507E8    
  731444   155.019165   24.301666   11914   0.03971333333333334    174.6   166   0.67   4.6       9.68        91        155.35347454   23.97908073   0.03916909   14.2179   14.1855   62     1.8181995059178069   161.90759772300598   38.605411778174734   510051   155.019242904   24.297902833   0.0396622   1.07169882E9   
  251526   232.777924   4.348333    11405   0.038016666666666664   165.1   213   1.7    10.6      10.04       100       233.16923545   4.71626819    0.0384108    14.1559   14.1137   60     1.7349775826137153   155.67573823738226   38.3130579597427     145126   232.777987131   4.342379952    0.0380698   7.3352774E8    
  251529   233.085007   4.955       11381   0.03793666666666667    164.7   216   1.08   6.8       9.84        100       233.16923545   4.71626819    0.0384108    14.1559   14.1137   60     1.7349775826137153   154.7815027379863    38.534408030080336   348996   233.087994343   4.959006552    0.0378417   5.248425E9     
  258320   233.4375     5.181389    11386   0.03795333333333333    164.8   191   0.95   6.6       9.78        100       233.16923545   4.71626819    0.0384108    14.1559   14.1137   60     1.7349775826137153   155.09517677462176   38.45647367024064    146464   233.429839715   5.174295408    0.0379217   5.486953E9     
  746568   230.674164   20.616388   11509   0.03836333333333333    166.4   350   2.17   11.0      10.15       101       231.02704503   20.75045936   0.04032771   14.0807   14.0632   60     1.6346647993212853   156.6169854519985    35.88093346940902    485937   230.669082209   20.615192594   0.03831     6.9858156E9    
  9843     231.415421   20.778055   11886   0.03962                135.5   239   2.93   13.6      10.1        101       231.02704503   20.75045936   0.04032771   14.0807   14.0632   60     1.6346647993212853   161.66453623410445   34.76064550758948    467977   231.415797546   20.788280764   0.0396      2.1489623E10   
  112713   17.936253    15.266944   14008   0.04669333333333334    195.6   281   1.29   6.7       10.07       102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   188.5985420615094    37.31802672218415    16329    17.930358711    15.269695839   0.0466026   4.8667121E9    
  111593   18.163752    15.545834   12855   0.04285                179.1   310   1.66   8.2       10.1        102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   174.31305014232692   40.376354074865525   16676    18.158349801    15.551056273   0.0428747   8.6219069E9    
  112738   18.167084    15.143888   12635   0.04211666666666666    176.0   261   1.3    6.5       9.98        102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   171.80482509801377   40.96581937324033    16336    18.165411616    15.145645811   0.0422229   1.58518131E9   
  112742   18.215418    15.651388   12860   0.042866666666666664   179.2   122   1.42   10.1      10.03       102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   174.36381335009702   40.36459915157312    16681    18.212208101    15.656334006   0.0428879   2.96647168E9   
  110968   18.344168    15.235556   12489   0.04163                133.7   250   1.89   11.1      9.9         102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   169.86050695676857   41.43473699985873    16339    18.351141956    15.241062947   0.0417182   1.27842273E10  
  112700   17.697916    15.684722   12980   0.04326666666666667    180.9   272   0.95   5.0       9.87        102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   175.83500330703234   40.02687348961364    16666    17.69960386     15.685222242   0.0432706   5.9221386E9    
  112775   18.546251    15.154444   12930   0.0431                 180.2   158   0.61   4.5       9.67        102       18.24272548    15.45932072   0.04401297   14.3786   14.3301   59     2.0473076994002577   175.16470204779836   40.1800439822393     16343    18.538766406    15.159078014   0.0430962   2.35396992E9   
  4891     139.089157   17.724722   7802    0.026006666666666668   115.6   271   3.44   19.2      10.04       109       139.03624787   17.59610899   0.0287668    14.0044   13.896    58     1.5590184599036385   107.65549422096365   49.783902948115305   525344   139.09033993    17.72721571    0.0259611   2.03595674E10  
  191131   139.140823   17.923611   8168    0.027226666666666666   120.8   401   2.21   7.0       9.88        109       139.03624787   17.59610899   0.0287668    14.0044   13.896    58     1.5590184599036385   112.39889777549755   47.682946916728504   523828   139.143006878   17.918991855   0.0271446   2.5081385E10   
  4886     139.004166   17.830557   8650    0.028833333333333332   127.7   338   1.4    6.8       9.73        109       139.03624787   17.59610899   0.0287668    14.0044   13.896    58     1.5590184599036385   118.73838646947253   45.137135811642224   523825   139.007344377   17.820685917   0.0287306   4.5193482E10   
  242792   218.229172   3.217778    8554    0.028513333333333335   125.5   208   1.1    6.4       9.61        110       218.51717806   3.74436444    0.02885133   13.8079   13.6259   57     1.3406709008120727   117.78910887497375   39.12829551027593    106532   218.227864102   3.215292175    0.0284928   6.9525064E9    
  9362     218.327927   3.908611    8892    0.02964                130.3   113   5.45   49.0      10.34       110       218.51717806   3.74436444    0.02885133   13.8079   13.6259   57     1.3406709008120727   122.01636355840428   37.77269642809795    59476    218.322968833   3.903394927    0.0295526   3.32434821E10  
  9365     218.378326   3.686667    8431    0.028103333333333334   123.7   229   3.04   17.2      10.04       110       218.51717806   3.74436444    0.02885133   13.8079   13.6259   57     1.3406709008120727   116.2568844130956    39.64399255338101    107129   218.378613611   3.685212194    0.0281092   1.24838758E10  
  241093   218.675415   3.301111    8165    0.027216666666666667   119.9   164   1.15   8.2       9.59        110       218.51717806   3.74436444    0.02885133   13.8079   13.6259   57     1.3406709008120727   112.84441984988166   40.84284421049175    106542   218.675469606   3.29711801     0.0272559   6.6339604E9    
  190696   139.112076   19.924444   7741    0.025803333333333334   114.7   141   1.24   12.1      9.59        111       139.38129183   20.07148748   0.02859495   14.1219   14.0353   57     1.7064216167523893   107.62058457531052   54.5085814738636     517002   139.114555823   19.920466395   0.0259524   4.3735864E9    
  4899     139.182495   19.936388   7722    0.02574                114.4   195   2.95   24.8      9.96        111       139.38129183   20.07148748   0.02859495   14.1219   14.0353   57     1.7064216167523893   106.85483103054278   54.89920620352081    517003   139.184126308   19.93571651    0.0257616   1.45600573E10  
  190171   139.30835    20.148056   9121    0.030403333333333334   134.4   312   3.4    25.0      10.16       111       139.38129183   20.07148748   0.02859495   14.1219   14.0353   57     1.7064216167523893   125.71434321791882   46.6632943579026     509871   139.301109395   20.153750957   0.0304815   9.6660183E9    
  190173   139.387512   19.854445   9287    0.030956666666666667   136.8   181   1.57   13.0      9.84        111       139.38129183   20.07148748   0.02859495   14.1219   14.0353   57     1.7064216167523893   127.55467459892901   45.99004639409269    517007   139.38441736    19.856433658   0.0309444   6.9965548E9    
  190186   139.582092   20.255833   8298    0.02766                122.6   273   3.14   29.5      10.05       111       139.38129183   20.07148748   0.02859495   14.1219   14.0353   57     1.7064216167523893   114.51836733770345   51.22536706526001    509874   139.577829003   20.253676174   0.0276743   5.5290035E9    
  717539   139.79834    19.700556   8125    0.027083333333333334   120.2   88    0.86   7.4       9.47        111       139.38129183   20.07148748   0.02859495   14.1219   14.0353   57     1.7064216167523893   112.80279384394869   52.004433602092355   516025   139.804743509   19.702284836   0.0272455   4.3137884E9    
  248940   221.549164   13.802222   8870    0.029566666666666668   129.6   73    1.4    15.1      9.74        112       221.86457673   13.63274373   0.02976417   13.8172   13.7402   56     1.3490761953598376   122.0354896586383    38.0035541063839     576574   221.553446938   13.79768578    0.0295574   7.659415E8     
  248923   221.953339   13.359445   9536    0.031786666666666664   139.1   147   0.72   6.4       9.52        112       221.86457673   13.63274373   0.02976417   13.8172   13.7402   56     1.3490761953598376   130.58925768574778   35.514271359911945   376624   221.953438306   13.35906437    0.0317086   1.43086515E9   
  9533     222.079163   13.960278   8823    0.02941                130.6   435   4.31   20.3      10.24       112       221.86457673   13.63274373   0.02976417   13.8172   13.7402   56     1.3490761953598376   121.57083434980119   38.14880731012025    573358   222.086735754   13.957745059   0.0294408   2.66211451E10  
  240701   221.866684   13.028611   8965    0.029883333333333335   130.9   277   1.06   6.4       9.63        112       221.86457673   13.63274373   0.02976417   13.8172   13.7402   56     1.3490761953598376   123.05728130962034   37.68799606804366    575647   221.876494945   13.026202755   0.0298139   4.8630026E9    
  723181   168.456238   25.821667   14579   0.04859666666666667    212.7   305   1.07   5.8       10.06       118       168.83648286   25.88949895   0.04788966   14.0531   13.9721   55     1.5888545646243075   196.5859095754066    27.78469555921542    510997   168.464009269   25.825514143   0.0486986   1.90833603E10  
  242260   214.189575   11.015555   8031    0.02677                118.2   197   1.04   7.0       9.53        129       214.24951481   10.84980954   0.02490835   13.8626   13.854    52     1.4035285491125358   110.8906916596595    43.51109786766124    327004   214.192051038   11.007923225   0.026768    8.7331539E8    
  9163     214.714584   11.287778   7380    0.0246                 87.1    266   3.84   22.1      9.84        129       214.24951481   10.84980954   0.02490835   13.8626   13.854    52     1.4035285491125358   102.36052798070166   47.13707356341263    308074   214.711485907   11.28879012    0.0246432   4.04575206E9   
  714054   215.152069   10.947778   7700    0.025666666666666667   113.4   156   0.88   6.8       9.43        129       214.24951481   10.84980954   0.02490835   13.8626   13.854    52     1.4035285491125358   106.72557199078769   45.20918133690183    327014   215.154448608   10.950507482   0.0257294   4.81061152E8   
  241311   214.859161   11.241667   7709    0.025696666666666666   113.5   342   1.14   5.9       9.54        129       214.24951481   10.84980954   0.02490835   13.8626   13.854    52     1.4035285491125358   106.21728850645053   45.4255216383449     308075   214.867831422   11.244937118   0.0256028   3.48406554E9   
  250373   228.678757   1.803611    11616   0.03872                168.5   298   1.42   6.4       9.98        135       228.11519528   1.89239762    0.03865607   14.2329   14.1454   50     1.8401587397669434   158.18737320354978   39.9905481534574     48819    228.669248848   1.803210853    0.038711    2.66540298E10  
  739420   156.417923   17.126389   13353   0.04451                195.4   218   0.95   6.6       9.93        143       156.27613604   17.11737793   0.04450904   14.168    14.1311   48     1.7409402423640419   178.69663470909498   33.49202242146044    562849   156.418229909   17.130711722   0.0440158   5.4250163E9    
  201394   156.047485   17.051943   13229   0.044096666666666666   193.7   104   0.57   5.4       9.7         143       156.27613604   17.11737793   0.04450904   14.168    14.1311   48     1.7409402423640419   179.10757210588798   33.41517963728674    562824   156.038079392   17.058350438   0.0441229   4.6289887E10   
  739428   156.502502   16.724167   13122   0.04374                192.2   153   0.91   5.8       9.9         143       156.27613604   17.11737793   0.04450904   14.168    14.1311   48     1.7409402423640419   177.3531138682944    33.74573789982079    599134   156.498916941   16.721359683   0.0436658   2.59791135E10  
  233628   200.199158   13.641944   6784    0.022613333333333333   101.1   84    1.83   18.5      9.64        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   94.38744214280361    47.537185736219264   413487   200.199121339   13.634527235   0.0226651   1.7012632E8    
  230262   200.236664   14.153333   7123    0.023743333333333335   105.9   173   3.53   23.1      9.97        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   98.76091693834292    45.43207482682966    370899   200.236254499   14.156066586   0.0237492   9.1333079E9    
  231927   200.569992   13.965833   7307    0.024356666666666665   108.5   177   0.84   6.4       9.37        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   101.24145645050702   44.31893342528691    414062   200.574743037   13.967097454   0.0243651   3.36675232E8   
  8408     200.75209    13.951111   7303    0.024343333333333335   84.3    290   6.64   37.2      10.05       148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   100.81475358958438   44.5065152524726     414063   200.75155748    13.950646836   0.0242591   1.40786371E10  
  230297   200.90625    13.973055   6469    0.021563333333333334   96.5    63    3.89   34.5      9.93        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   90.02370615171704    49.84146465540205    414066   200.903882223   13.973536939   0.0215857   4.9959368E9    
  8417     200.970825   13.731388   6430    0.021433333333333332   91.6    391   3.6    15.9      9.85        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   89.58901117111239    50.08330050366591    370464   200.968209131   13.734279311   0.0214783   1.18949816E10  
  231933   201.065002   13.775556   6877    0.022923333333333334   102.3   141   1.72   12.8      9.63        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   95.38228274409755    47.04137119832943    370468   201.062330003   13.778659198   0.0229115   1.78258202E9   
  231935   201.10582    13.813056   6403    0.021343333333333332   95.6    111   1.08   8.8       9.37        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   88.99591390841303    50.417071652600264   414074   201.103692267   13.812654241   0.0213318   5.7436922E8    
  230312   201.208328   13.583333   6759    0.02253                100.7   76    2.47   21.3      9.77        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   93.90276824304375    47.78254626845351    413499   201.21528012    13.581259249   0.0225451   6.1929042E9    
  231943   201.315002   13.271667   6478    0.021593333333333332   96.6    214   0.75   6.4       9.22        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   90.41501534494813    49.62575465137945    370258   201.314371148   13.275924888   0.0216824   1.32274074E9   
  230324   201.47168    13.303612   6654    0.02218                99.2    171   1.28   10.3      9.47        148       201.04571116   13.94776935   0.02306291   13.7656   13.6449   47     1.3051901921457145   92.16346842861704    48.68429373167888    370261   201.473343396   13.298130467   0.0221147   2.58261632E9   
  241199   213.852081   8.011389    7460    0.024866666666666665   106.2   302   1.75   12.2      9.67        156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    103.42028894713607   51.68988833455931    343423   213.850121371   8.011150685    0.0249067   5.9774131E9    
  242112   214.439178   7.431111    7008    0.02336                110.3   252   1.86   12.1      9.73        156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    97.33705559787713    54.92032971790356    147076   214.438868286   7.423786322    0.023396    1.70571904E9   
  241470   214.507492   6.811389    7549    0.025163333333333333   110.3   171   1.73   13.1      9.7         156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    104.44534536684203   51.18258902231973    349232   214.509304769   6.808424608    0.0251617   1.26958459E10  
  244111   214.63916    7.562778    7344    0.02448                110.3   128   0.82   7.5       9.37        156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    101.88617378139166   52.46819061706357    342889   214.636226446   7.566814254    0.0245253   3.414432E8     
  244052   214.250839   7.111944    7641    0.02547                110.3   268   1.04   5.7       9.48        156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    104.6221662624605    51.09608583132009    146680   214.249670169   7.110550679    0.0252057   6.4618074E8    
  241472   214.565002   7.338334    7308    0.02436                110.3   284   1.0    6.0       9.46        156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    101.50468001674336   52.66538632823163    349771   214.559796266   7.337724274    0.0244305   1.32495698E10  
  241483   214.868332   7.460278    7276    0.02425333333333333    110.3   201   0.85   5.9       9.39        156       214.63408309   7.39848588    0.02485968   13.9961   13.9845   45     1.555025295241488    101.03656958917544   52.90938923344091    342893   214.875817687   7.455869619    0.0243142   3.33668736E9   
  250874   232.195419   7.363055    12662   0.04220666666666667    183.1   175   2.04   14.7      10.21       163       232.2780658    7.60748885    0.04335376   14.1759   14.0917   44     1.7534671382059872   171.92726910492223   35.0611978159581     346139   232.1886636     7.359522599    0.0422547   3.8163997E10   
  258414   232.486664   7.444167    13389   0.04463                193.4   244   2.6    15.5      10.36       163       232.2780658    7.60748885    0.04335376   14.1759   14.0917   44     1.7534671382059872   181.15831235263485   33.27463097752504    325672   232.489237048   7.447368043    0.0446577   6.3784571E9    
  250852   231.981674   7.661667    13311   0.04437                192.3   480   1.64   6.0       10.16       163       232.2780658    7.60748885    0.04335376   14.1759   14.0917   44     1.7534671382059872   180.0239158885353    33.48430658389555    341015   231.98169659    7.663181114    0.0443618   4.0466559E10   
  726478   216.031662   26.305832   10692   0.03564                155.6   318   1.38   7.9       9.9         165       216.07336988   26.35197713   0.03728759   13.8482   13.7624   44     1.3715366574756729   146.33336196762252   32.22092113412522    469296   216.027921525   26.299471224   0.0356917   2.89279334E9   
  240321   216.039581   26.635      11466   0.03822                166.6   355   1.94   11.2      10.1        165       216.07336988   26.35197713   0.03728759   13.8482   13.7624   44     1.3715366574756729   156.31177439499908   30.164047036759964   470359   216.036985872   26.636324789   0.0382321   3.5679674E10   
  9234     216.187073   26.137501   10890   0.0363                 158.4   589   8.12   29.2      10.68       165       216.07336988   26.35197713   0.03728759   13.8482   13.7624   44     1.3715366574756729   149.14714316135607   31.613047459777405   469311   216.194302925   26.139661363   0.0364068   3.6594356E10   
  241987   216.092499   26.689444   10969   0.03656333333333334    159.5   238   0.84   5.4       9.7         165       216.07336988   26.35197713   0.03728759   13.8482   13.7624   44     1.3715366574756729   149.64134731862168   31.50864249578579    470361   216.099112629   26.690240993   0.0365325   4.7657181E10   
  249090   210.230408   9.857223    6265    0.020883333333333334   88.0    155   0.68   6.9       9.09        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   87.76666917647601    51.79140250994551    340723   210.236233595   9.864448983    0.0210283   4.81240192E8   
  8938     210.443741   9.489445    6262    0.020873333333333334   85.9    345   5.32   27.4      9.97        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   86.79247514509424    52.37273027041936    345653   210.442025638   9.49027915     0.0207879   4.4040851E10   
  230954   210.449997   9.657222    6432    0.02144                95.6    174   1.34   10.3      9.46        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   89.4485454890491     50.817583063243845   345659   210.45691886    9.653787521    0.0214436   4.44873696E8   
  230955   210.464569   8.78389     6073    0.020243333333333332   88.0    170   3.72   32.1      9.83        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   84.64511659332962    53.70137195409459    343877   210.467723737   8.785921836    0.0202584   9.7675899E9    
  230966   210.529587   9.561666    5673    0.01891                88.0    120   0.73   6.8       9.13        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   79.17544328302651    57.41122122963303    345662   210.533328668   9.566913529    0.0189223   1.45913267E9   
  8944     210.547928   9.440833    6237    0.02079                79.4    340   4.18   20.0      9.79        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   87.12887519282941    52.17052188744646    339758   210.547159668   9.440110506    0.0208709   3.18274867E10  
  8948     210.637512   9.081111    6014    0.020046666666666667   47.9    353   7.02   39.6      9.58        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   83.94222952024559    54.15103835405966    344767   210.637208211   9.079725612    0.0200852   1.18095821E10  
  8950     210.671249   9.162499    5863    0.019543333333333333   70.5    193   2.59   17.4      9.48        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   81.85529309520645    55.53164271233049    344770   210.675877551   9.164138255    0.0195753   8.5942195E8    
  241923   210.682098   9.995833    5811    0.01937                88.0    86    1.18   12.7      9.33        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   81.14319027015664    56.0189816932536     346568   210.681505107   9.991510588    0.0194017   6.1427098E8    
  8951     210.707092   8.780556    5868    0.01956                81.7    247   2.58   19.3      9.61        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   81.92091248733935    55.487161364060746   343884   210.712164291   8.779818784    0.0195913   2.95938611E9   
  241327   210.745834   9.473611    6688    0.02229333333333333    102.9   133   1.15   9.8       9.46        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   92.85305940649114    48.95432546144331    345670   210.745940041   9.471252551    0.0222853   8.5268474E8    
  243860   210.749176   9.052222    5676    0.01892                88.0    53    0.72   11.5      9.12        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   79.55444211759685    57.137713109179785   344772   210.752777788   9.049533145    0.0190146   1.23986248E8   
  243861   210.777924   9.301111    5561    0.018536666666666667   88.0    146   0.81   6.5       9.17        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   77.49190820170169    58.65849732909635    339777   210.782932906   9.298926573    0.0185125   1.28734144E8   
  8967     210.863754   9.4625      5639    0.018796666666666666   78.7    371   12.07  56.3      10.25       170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   78.798429416791      57.6859072435712     345677   210.86297121    9.467282216    0.0188305   1.59344988E10  
  243862   210.972092   8.700556    5953    0.019843333333333334   88.0    27    0.41   8.5       8.87        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   82.9180737459357     54.81988045457823    343893   210.965308826   8.705844215    0.0198345   1.28349427E9   
  249105   210.992096   9.272778    5813    0.019376666666666667   88.0    175   1.12   7.6       9.31        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   81.18339608245357    55.99123847516085    339781   210.998129833   9.273244248    0.0194115   2.41813808E8   
  230917   210.073746   9.288334    5830    0.019433333333333334   81.3    252   1.05   6.5       9.21        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   80.92532696699031    56.16979332230866    339751   210.067277888   9.289276174    0.0193486   3.21101133E9   
  8940     210.504578   8.940278    5836    0.019453333333333333   88.0    323   0.81   4.6       9.17        170       210.59678616   9.23322319    0.0199106    13.7785   13.6003   43     1.3222494829769593   82.42078262251962    55.15063974937464    338653   210.496913358   8.937688613    0.0197132   4.3841094E10   
  200365   156.559174   11.042778   9494    0.03164666666666666    79.8    195   2.32   13.6      9.54        180       156.79714507   11.02323053   0.03226981   13.7854   13.7377   42     1.3133555621981483   130.386483529068     34.627698520856      246843   156.557320224   11.042241606   0.0316575   2.1653506E10   
  200377   156.657501   10.931111   10087   0.03362333333333333    127.6   426   4.24   15.0      10.21       180       156.79714507   11.02323053   0.03226981   13.7854   13.7377   42     1.3133555621981483   137.9888511279249    32.71991763054415    253362   156.652079663   10.935192321   0.0335768   2.1283625E10   
  231375   202.569168   7.488333    6986    0.023286666666666667   104.0   34    0.82   12.6      9.32        182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     96.87727557702404    51.15410217769516    342255   202.565277858   7.486205979    0.023282    2.67447276E10  
  8523     203.206253   7.175278    6867    0.02289                102.3   380   1.83   9.0       9.65        182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     94.96768950013328    52.18269581631618    317726   203.205187216   7.170092059    0.0228088   1.13783112E11  
  231389   203.236252   7.279722    7560    0.0252                 112.2   89    0.97   9.5       9.46        182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     104.87009181946367   47.25532291985709    317728   203.233762498   7.287784137    0.0252674   3.68508621E9   
  8572     203.909576   7.543889    6804    0.02268                101.3   509   3.33   13.5      9.91        182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     94.32767184436761    52.53675784281245    318491   203.907413324   7.545214735    0.0226503   2.72216904E10  
  233596   204.107513   7.804167    6960    0.0232                 103.5   167   3.13   27.0      9.9         182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     96.53237332641459    51.336871588215445   342498   204.101488216   7.799899202    0.0231965   3.12084224E9   
  8589     204.110016   7.368056    7045    0.023483333333333332   104.7   93    7.86   73.8      10.31       182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     97.60198755850281    50.77427394184347    342280   204.109155378   7.369583791    0.0234617   8.8340799E10   
  238762   204.374588   7.300834    6794    0.022646666666666666   101.2   182   1.56   11.4      9.58        182       203.31671153   7.3567412     0.02308049   13.8951   13.8461   42     1.44154598461954     94.52313045253082    52.42812029011819    342284   204.374003766   7.307008408    0.0226987   8.386688E8     
  190849   138.321655   29.12389    6627    0.02209                98.3    202   1.66   13.7      9.58        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   91.93786643431267    51.688744904277286   436324   138.321183306   29.116805203   0.0220589   1.27355878E9   
  4869     138.643753   30.151943   6946    0.023153333333333335   102.8   558   2.46   9.1       9.79        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   95.16510601401679    49.93587591303438    409005   138.64304257    30.140852945   0.0228577   6.9187674E10   
  190126   138.673752   29.98889    6435    0.02145                97.3    362   1.69   8.8       9.58        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   89.0019874387763     53.39378436280055    422114   138.668164101   29.987643077   0.0213333   5.9232717E9    
  4875     138.740005   29.731945   6327    0.02109                94.0    404   2.42   11.1      9.7         190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   88.30624975173187    53.81445751039275    408527   138.74864929    29.730242975   0.0211615   4.8780198E10   
  194554   138.792908   29.252222   6200    0.020666666666666667   92.2    197   1.65   11.5      9.52        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   86.83462947421344    54.72647207618836    436331   138.796577658   29.252251979   0.0207983   1.84737408E9   
  194591   139.129593   29.924444   7239    0.02413                107.1   122   0.89   8.1       9.38        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   100.03478629755385   47.50500401961582    408541   139.12382208    29.929001117   0.0240654   2.62671104E8   
  194540   138.714584   29.674166   6502    0.021673333333333333   96.5    126   0.84   6.3       9.27        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   90.73626244997739    52.373249645218216   408532   138.716324111   29.666433606   0.0217618   1.440636E8     
  194544   138.733337   29.835556   6281    0.020936666666666666   93.3    137   0.85   6.1       9.24        190       138.53232123   29.90821457   0.0221716    13.8393   13.7745   41     1.3823452517073116   87.42429469507701    54.35734931281413    408530   138.741944507   29.842741212   0.0209438   1.23138483E9   
  733657   229.380844   25.848057   9844    0.03281333333333333    142.6   170   1.65   12.4      9.9         191       230.03005705   25.74461519   0.03306739   13.8192   13.7838   41     1.3468280565934527   135.0103701486669    34.29406050259921    447630   229.379936682   25.849558262   0.032824    5.3431398E9    
