# AGCNr    HIra         HIdec       v21     redshift               dist    w50   flux   snratio   loghimass   groupid   gra            gdec          gz           Mhalo_L   Mhalo_M   ngal   r180L                d_A_mpc              r180_arcmin          galid    ra              dec            z           MASS           
  214291   169.991669   4.428889    14817   0.04939                216.8   225   0.88   4.8       9.99        695       170.14687453   4.30515507    0.04927416   13.916    13.8991   18     1.4282871790914269   200.39872260711414   24.501601476279948   119030   169.992247417   4.4259798      0.0497021   3.79716557E9   
  214305   170.313339   4.241111    14599   0.048663333333333336   213.7   492   1.66   5.5       10.25       695       170.14687453   4.30515507    0.04927416   13.916    13.8991   18     1.4282871790914269   196.21506792490277   25.024019253986744   97429    170.308623739   4.234043534    0.0486011   3.54319283E9   
  264881   248.656677   25.989445   15281   0.050936666666666665   218.8   435   2.14   9.3       10.38       720       248.85153613   25.95643143   0.05149823   13.8738   13.7883   18     1.3798461944589364   205.31666383073613   23.103637623352903   361719   248.66360798    25.990890158   0.0509993   2.70502646E10  
  264653   247.367508   25.650555   12838   0.042793333333333336   184.0   221   0.96   6.1       9.88        723       247.50427956   25.67620276   0.04238295   13.6953   13.6879   18     1.213718071952333    174.1495992662868    23.95902947854323    284848   247.368165589   25.64666097    0.0428322   2.16283034E9   
  233691   207.580841   14.350278   6943    0.02314333333333333    102.6   76    0.73   7.7       9.26        732       208.02577576   14.10658819   0.02322099   13.5582   13.5193   18     1.11296158345467     96.26528660852082    39.74516904612138    371937   207.579498086   14.352263145   0.0231303   6.4401043E8    
  233692   207.750427   13.946111   6659    0.022196666666666667   102.6   236   0.89   6.1       9.34        732       208.02577576   14.10658819   0.02322099   13.5582   13.5193   18     1.11296158345467     93.01915741459774    41.13217315521015    371511   207.747442093   13.93753903    0.0223264   6.9325658E8    
  8766     207.887924   14.0875     6996    0.02332                113.2   622   3.46   17.1      10.02       732       208.02577576   14.10658819   0.02322099   13.5582   13.5193   18     1.11296158345467     97.09104569700851    39.40713648783855    415412   207.878655757   14.092211656   0.023335    7.0630154E10   
  233561   207.910431   14.342777   7110    0.0237                 102.6   88    1.27   14.6      9.5         732       208.02577576   14.10658819   0.02322099   13.5582   13.5193   18     1.11296158345467     98.65009097795371    38.784354394402285   371941   207.911222377   14.343129199   0.0237217   1.07883174E9   
  233706   208.667908   13.873055   6976    0.023253333333333334   102.6   106   0.65   6.0       9.21        732       208.02577576   14.10658819   0.02322099   13.5582   13.5193   18     1.11296158345467     96.6070061853997     39.604581909787235   371526   208.660807633   13.864404218   0.023215    7.0488128E8    
  8772     208.037079   14.125278   6817    0.022723333333333335   104.7   446   1.55   6.2       9.6         732       208.02577576   14.10658819   0.02322099   13.5582   13.5193   18     1.11296158345467     94.43994165345823    40.51336778212506    415416   208.03484887    14.116223792   0.0226781   4.5265986E10   
  8692     206.109589   29.904722   11815   0.03938333333333333    172.0   392   2.13   11.8      10.17       736       205.9373798    30.03393518   0.04005461   13.7559   13.6803   18     1.274345083871032    160.7913070192765    27.24572477303204    458774   206.102674984   29.904094229   0.0393766   2.66688737E10  
  726288   213.563751   24.641388   16020   0.0534                 231.9   175   1.0    7.1       10.1        741       213.31173734   24.5805652    0.05252074   13.8982   13.7786   18     1.404562285670299    215.09247816265793   22.44862071967918    484677   213.566611713   24.648027816   0.0535874   1.55424143E10  
  7362     184.815002   25.932777   6719    0.022396666666666665   100.2   342   1.51   8.5       9.55        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   93.44787910487074    31.990528191120227   553689   184.813877284   25.930239702   0.0224325   4.9729326E9    
  732061   184.839584   25.765833   7126    0.023753333333333335   106.0   91    0.63   6.6       9.22        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   98.8797963494687     30.233142879251332   522747   184.83961959    25.768601251   0.0237787   1.20248102E9   
  225885   185.218338   25.424444   7207    0.024023333333333334   107.2   270   1.21   7.5       9.52        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   99.97840138887979    29.900928294271232   552884   185.219463124   25.429684265   0.0240514   3.76007834E9   
  732083   185.300415   25.314444   7011    0.02337                104.4   165   1.21   9.2       9.49        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   97.37738229191665    30.69960334262259    522261   185.304050561   25.314351111   0.023406    8.057808E8     
  7419     185.440414   25.887501   6941    0.023136666666666666   103.3   548   5.09   21.0      10.11       751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   95.88315533646517    31.178020794314122   553694   185.440100352   25.884654145   0.0230356   2.0117588E10   
  732049   184.561264   25.613056   6929    0.023096666666666668   103.2   158   0.71   5.2       9.25        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   95.83351746686759    31.194169742734324   552872   184.559777835   25.618382701   0.0230233   8.5265466E8    
  222577   184.785004   25.303055   6796    0.022653333333333334   101.3   97    0.63   5.5       9.18        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   94.48880538330859    31.638107803115975   522256   184.79071189    25.296965314   0.0226902   1.45103347E9   
  732091   185.480423   25.9575     6650    0.022166666666666668   99.2    197   0.59   4.6       9.14        751       185.08501575   25.69020843   0.02284585   13.2362   13.2836   18     0.8695948859031821   91.80605171833727    32.56263563186926    553695   185.485083132   25.956775009   0.0220263   1.79603824E8   
  241648   221.114166   15.558889   14815   0.049383333333333335   214.5   452   1.61   6.4       10.24       752       221.07450738   15.46762625   0.05045468   13.9344   13.8782   18     1.4469704483438948   199.1844294559288    24.973427891943075   574512   221.106415568   15.551381474   0.0493823   5.8587288E10   
  241525   216.475418   4.638055    7826    0.026086666666666668   115.2   376   2.4    11.7      9.88        766       216.81929514   4.83937915    0.0276481    13.8515   13.7678   17     1.3879121333746953   108.41453228500316   44.0096945868769     109001   216.474049561   4.642701283    0.0261503   2.35068948E10  
  9244     216.534592   5.245277    8382    0.02794                107.2   414   6.37   28.3      10.24       766       216.81929514   4.83937915    0.0276481    13.8515   13.7678   17     1.3879121333746953   115.19292192250882   41.41999677594583    144308   216.534959018   5.237926993    0.027843    6.4394142E10   
  9258     216.870834   4.785555    8246    0.027486666666666666   121.2   189   2.33   15.1      9.91        766       216.81929514   4.83937915    0.0276481    13.8515   13.7678   17     1.3879121333746953   113.94160153037657   41.87487616952689    60494    216.873392688   4.779740087    0.0275301   2.39559496E10  
  240367   216.875      4.821389    8017    0.026723333333333335   117.9   376   3.04   13.4      10.0        766       216.81929514   4.83937915    0.0276481    13.8515   13.7678   17     1.3879121333746953   111.22278419332525   42.898498623705834   60495    216.884891172   4.821613582    0.0268509   2.68130959E10  
  242557   217.090836   4.726389    8428    0.028093333333333335   123.8   78    1.45   15.6      9.72        766       216.81929514   4.83937915    0.0276481    13.8515   13.7678   17     1.3879121333746953   116.3743581312452    40.99949964287758    60497    217.08849736    4.735004147    0.0281386   2.88336179E9   
  241551   217.26416    4.680278    8051    0.02683666666666667    118.4   302   2.06   10.3      9.83        766       216.81929514   4.83937915    0.0276481    13.8515   13.7678   17     1.3879121333746953   111.46350773933767   42.80585234945205    60498    217.262758999   4.678378794    0.026911    6.7227607E9    
  253245   228.845825   2.959445    11077   0.036923333333333336   160.8   158   1.15   6.8       9.85        771       228.97293025   3.00929741    0.03777908   13.3509   13.3478   17     0.9359476336533006   151.35853128449136   21.257810365296002   59363    228.843136086   2.962863227    0.0369695   2.45800243E9   
  231237   196.157089   3.713333    11456   0.03818666666666667    168.2   344   1.2    5.6       9.9         776       196.17980632   3.81312301    0.04017164   13.5462   13.3879   17     1.0847882632690053   156.08646085684236   23.892061672528772   118064   196.161929294   3.713029116    0.0381746   1.39302646E10  
  232992   196.158737   3.866389    12176   0.04058666666666667    178.5   89    1.03   5.7       9.89        776       196.17980632   3.81312301    0.04017164   13.5462   13.3879   17     1.0847882632690053   165.89438298859085   22.479527527432307   106229   196.152011246   3.859301922    0.0406902   7.8672927E9    
  8173     196.223328   3.832778    12264   0.04088                179.8   178   1.31   6.0       10.0        776       196.17980632   3.81312301    0.04017164   13.5462   13.3879   17     1.0847882632690053   167.07616551852024   22.320522723661888   118061   196.225896236   3.824465203    0.0409963   2.8892543E10   
  193987   148.533737   10.611112   12083   0.04027666666666667    177.3   240   1.06   6.7       9.9         795       148.51457973   10.55720483   0.04022389   13.5557   13.5281   17     1.0926716636099723   164.8398053805297    22.787751262093362   247102   148.533189923   10.607128051   0.0404172   1.07699732E10  
  192088   148.712082   10.732778   12044   0.040146666666666664   176.8   123   0.55   4.7       9.61        795       148.51457973   10.55720483   0.04022389   13.5557   13.5281   17     1.0926716636099723   164.36332569633194   22.85381162245015    247108   148.705032469   10.730506197   0.0402939   2.31835341E9   
  194989   142.00415    26.324722   13645   0.045483333333333334   198.9   235   0.99   6.5       9.97        824       142.07369327   26.41042767   0.0436886    13.4802   13.2909   17     1.02773524812728     184.20102260444645   19.180640153439242   446492   141.997681523   26.324496637   0.0454522   1.51043297E10  
  194996   142.010818   26.516945   12660   0.0422                 184.8   250   1.59   10.2      10.11       824       142.07369327   26.41042767   0.0436886    13.4802   13.2909   17     1.02773524812728     171.73974961339817   20.572369171521036   441022   142.01033785    26.516023005   0.042206    2.95430118E9   
  190315   142.302094   26.445276   13209   0.04403                192.6   281   1.16   6.7       10.01       824       142.07369327   26.41042767   0.0436886    13.4802   13.2909   17     1.02773524812728     178.79141486589194   19.760979760250354   446502   142.302080911   26.445343483   0.0440405   5.1053236E10   
  195006   142.059158   26.331112   13638   0.04546                198.8   247   0.92   5.1       9.93        824       142.07369327   26.41042767   0.0436886    13.4802   13.2909   17     1.02773524812728     183.21537711118611   19.28382642428163    446500   142.06978375    26.326942887   0.0451947   3.20095411E9   
  241294   222.275833   17.183332   11337   0.03779                175.4   269   1.68   9.1       10.09       837       222.4241427    16.93821403   0.03731083   13.7632   13.6265   17     1.284893632256069    154.6838618257748    28.555913221675265   532350   222.270564354   17.181400711   0.0378168   3.23150874E9   
  240747   222.505005   17.045      11274   0.03758                173.0   384   1.4    6.3       10.0        837       222.4241427    16.93821403   0.03731083   13.7632   13.6265   17     1.284893632256069    153.58635377552605   28.759970052718984   540653   222.506704272   17.046559537   0.037537    3.8455321E10   
  214459   167.892075   3.398333    9006    0.03002                133.8   160   1.03   7.4       9.64        853       167.91686001   3.15471393    0.03003223   13.5764   13.4555   16     1.1211528721811683   123.73620237039755   31.148844008963646   57881    167.891153107   3.400558675    0.0299844   1.07746944E9   
  10269    243.147095   29.362501   10231   0.03410333333333333    147.0   411   1.57   7.8       9.9         899       243.14817354   29.36657203   0.03370504   13.4421   13.3778   16     1.0077591427111259   140.05161734731624   24.736742096970577   285322   243.146780932   29.365070793   0.0340988   1.43481668E11  
  252587   226.04541    17.020555   11519   0.03839666666666667    167.0   244   1.39   8.0       9.96        921       225.75572682   17.18712787   0.03799603   13.4641   13.4066   16     1.0206818507461277   156.86731052543624   22.36824055087202    544129   226.043983266   17.022756209   0.0383739   3.63656986E9   
  741111   173.322922   22.073334   11247   0.03749                165.2   192   0.7    5.2       9.65        922       173.34347893   22.47888499   0.0373839    13.3282   13.3008   16     0.9201343914457865   152.7072930064532    20.71406656882619    545199   173.323865047   22.078590524   0.037313    1.30891072E9   
  740688   169.171661   23.933054   6871    0.022903333333333335   102.7   157   0.59   5.2       9.17        923       169.53974732   23.45272543   0.02221612   13.3956   13.2983   16     0.9833598096433448   95.32254123746665    35.46424556285722    551100   169.174548242   23.929969755   0.0228967   3.2244416E8    
  210066   167.036255   13.141389   10241   0.03413666666666667    151.2   151   1.05   11.3      9.75        965       166.98239991   13.12181222   0.03422012   13.5686   13.5443   15     1.1099486606571434   140.12271007401878   27.231291929020895   255065   167.028503807   13.137532646   0.0341168   5.0063278E9    
  723654   172.360428   28.083612   6815    0.022716666666666666   101.6   217   1.88   20.4      9.66        1005      172.96406773   28.20741302   0.02322445   13.4136   13.2843   15     0.9960555364814164   94.62569843594383    36.18664655225163    518879   172.360578363   28.082099766   0.0227241   3.17693092E10  
  212261   172.835831   28.207224   6946    0.023153333333333335   103.5   301   1.21   9.4       9.49        1005      172.96406773   28.20741302   0.02322445   13.4136   13.2843   15     0.9960555364814164   96.28384662170369    35.56345975161311    497511   172.835195997   28.201231449   0.0231349   9.6615926E9    
  6516     172.974152   28.362223   7060    0.023533333333333333   105.1   294   2.05   12.7      9.73        1005      172.96406773   28.20741302   0.02322445   13.4136   13.2843   15     0.9960555364814164   97.98783216549633    34.9450194824004     497517   172.973368566   28.358479014   0.0235574   2.23446077E10  
  211065   172.885818   28.2925     7211    0.024036666666666668   107.3   75    0.37   5.3       9.0         1005      172.96406773   28.20741302   0.02322445   13.4136   13.2843   15     0.9960555364814164   98.84514068626841    34.64193262600251    497514   172.885130621   28.288149389   0.0237701   2.79626214E9   
  746179   226.849579   16.375278   13349   0.044496666666666664   193.1   175   1.55   8.9       10.13       1010      226.85014696   16.24715277   0.0448453    13.5781   13.5163   15     1.1067012442842623   180.44684986687267   21.084095574784296   542338   226.845911959   16.376847098   0.0444721   6.3164842E10   
  205111   151.832092   14.881667   8941    0.029803333333333334   132.4   196   1.38   9.6       9.76        1023      152.20058052   14.95685311   0.03048291   13.34     13.2018   15     0.9347228312991811   122.50800708364723   26.229635689720094   594797   151.832874751   14.877652529   0.029676    4.7238774E9    
  200102   152.017075   14.799723   8976    0.02992                132.9   234   1.59   8.1       9.82        1023      152.20058052   14.95685311   0.03048291   13.34     13.2018   15     0.9347228312991811   123.40015458651958   26.040002993875873   597432   152.017847154   14.804152612   0.0299      2.50976563E10  
  258282   228.356659   4.860278    12740   0.042466666666666666   184.5   128   1.01   7.5       9.91        1049      228.41990776   4.7712942     0.0417065    13.7514   13.6396   14     1.2679374734850524   172.87076139478907   25.21448925116983    348238   228.355441034   4.871040858    0.0424998   9.8968545E9    
  251998   228.476654   4.718333    12549   0.04183                181.8   392   1.1    5.1       9.93        1049      228.41990776   4.7712942     0.0417065    13.7514   13.6396   14     1.2679374734850524   169.75913657168832   25.676661904967553   144989   228.484485149   4.710973508    0.0416919   6.2167892E10   
  208366   164.279587   9.606112    10333   0.03444333333333333    152.6   125   0.6    6.3       9.52        1062      164.52008736   9.36614032    0.03426974   13.6455   13.5936   14     1.1773700554775908   141.50536626104378   28.603156284336926   240952   164.277397883   9.603041745    0.034467    1.75564378E9   
  203236   164.572906   9.636666    10201   0.03400333333333334    150.8   271   1.19   8.4       9.81        1062      164.52008736   9.36614032    0.03426974   13.6455   13.5936   14     1.1773700554775908   139.69572155112536   28.973686962600944   240958   164.574106211   9.632052331    0.0340087   4.611989E9     
  230426   203.542496   13.163889   12999   0.04333                189.7   275   1.59   9.7       10.13       1077      203.4784259    13.22941913   0.04351984   13.6029   13.505    14     1.1293987520141167   176.07324448615816   22.050976137775983   370280   203.542332611   13.16294505    0.0433326   4.2895548E10   
  230427   203.544586   13.278611   13182   0.04394                192.3   422   1.47   8.8       10.11       1077      203.4784259    13.22941913   0.04351984   13.6029   13.505    14     1.1293987520141167   179.03659454542495   21.68599622062173    413542   203.539221863   13.280817378   0.0441044   5.3584183E10   
  233642   203.670837   13.441112   13114   0.04371333333333333    191.3   199   1.83   11.2      10.2        1077      203.4784259    13.22941913   0.04351984   13.6029   13.505    14     1.1293987520141167   177.6902303331117    21.85031166534297    370521   203.674298439   13.43465826    0.0437536   3.73829581E9   
  9084     213.050842   8.664444    7227    0.02409                75.9    173   1.49   13.0      9.31        1084      213.14625365   8.70166242    0.02378427   13.4244   13.3403   14     1.0037967168698796   100.12499894481556   34.46490844754844    338710   213.053046597   8.661838355    0.0240878   5.0925658E10   
  241198   213.09166    8.511111    6979    0.023263333333333334   106.2   464   2.05   8.0       9.74        1084      213.14625365   8.70166242    0.02378427   13.4244   13.3403   14     1.0037967168698796   96.58723882603155    35.72727581704009    343926   213.087835984   8.508595234    0.0232101   3.1873962E10   
  240176   213.280411   8.632778    7231    0.024103333333333334   106.2   104   1.03   10.7      9.44        1084      213.14625365   8.70166242    0.02378427   13.4244   13.3403   14     1.0037967168698796   101.34328851343751   34.05059153459775    338716   213.27261385    8.631883289    0.0243904   8.081065E9     
  240157   212.897919   8.806111    6830    0.022766666666666668   106.2   109   0.49   5.0       9.12        1084      213.14625365   8.70166242    0.02378427   13.4244   13.3403   14     1.0037967168698796   94.94709896072321    36.344437689154105   338709   212.901165675   8.809735518    0.0228037   1.89218468E10  
  263517   242.870804   29.472778   16021   0.05340333333333333    229.7   159   0.82   6.1       10.01       1088      242.92749022   29.48978513   0.05282053   13.7568   13.6832   14     1.2597622430910689   214.04735387696422   20.23264247234027    285306   242.869865147   29.476821138   0.0533101   1.72095885E9   
  241188   212.762497   25.509722   9329    0.03109666666666667    136.3   322   5.38   29.8      10.37       1100      212.7620158    25.6148709    0.03154058   13.7123   13.6116   14     1.242581737216072    129.73834453781268   32.92535733956352    479914   212.760557014   25.519353241   0.0314942   1.68550615E10  
  732898   212.770004   25.556389   9087    0.03029                132.9   23    0.49   10.0      9.31        1100      212.7620158    25.6148709    0.03154058   13.7123   13.6116   14     1.242581737216072    124.98753563758511   34.17685877843926    479922   212.769121361   25.559673061   0.0302988   7.331024E8     
  241189   212.773331   25.473057   8836    0.029453333333333335   129.3   192   1.22   8.7       9.68        1100      212.7620158    25.6148709    0.03154058   13.7123   13.6116   14     1.242581737216072    121.58119659326374   35.13439145397887    479919   212.771382783   25.482762652   0.0294434   5.1872128E9    
  726196   212.928757   25.304998   9125    0.030416666666666668   133.4   298   1.21   5.8       9.71        1100      212.7620158    25.6148709    0.03154058   13.7123   13.6116   14     1.242581737216072    125.70479733400583   33.98184830767242    485583   212.925810977   25.306052501   0.0304791   6.2485715E8    
  174517   118.346252   13.2275     14334   0.04778                207.9   110   1.35   8.1       10.14       1106      118.44831229   13.16312395   0.04760431   13.5971   13.5228   14     1.1199995108702783   193.31899172652692   19.9166914093039     493264   118.343981583   13.217629129   0.0478403   9.3365658E9    
  7374     184.93042    28.860834   7635    0.02545                113.1   328   1.32   8.7       9.6         1107      184.91594784   28.78668387   0.02540198   12.8904   12.8018   14     0.6652390573415093   105.80165545285382   21.615195068425603   497685   184.932847988   28.862846503   0.0254993   1.89310362E10  
  4742     135.599579   14.526111   9057    0.03019                133.5   356   1.81   7.6       9.88        1114      135.65332217   14.54046416   0.02995685   13.3113   13.3416   14     0.9148269410044498   124.11916598299199   25.338096154272115   530388   135.595209245   14.525242538   0.0300806   2.52654572E10  
  250079   226.677917   12.672222   6661    0.022203333333333332   72.1    206   3.74   25.1      9.66        1124      226.66498914   12.76576279   0.02203233   13.3198   13.167    14     0.9279539507479525   92.36196163887699    34.5387932544531     572989   226.675237204   12.67643953    0.0221638   9.6250634E9    
  9712     226.690002   12.558889   6859    0.022863333333333333   86.3    317   6.27   32.2      10.04       1124      226.66498914   12.76576279   0.02203233   13.3198   13.167    14     0.9279539507479525   95.20708991413206    33.50665061286977    376693   226.687929092   12.561335338   0.0228681   1.19518177E10  
  9714     226.720413   12.856668   6500    0.021666666666666667   95.3    351   4.21   19.1      9.96        1124      226.66498914   12.76576279   0.02203233   13.3198   13.167    14     0.9279539507479525   89.97473670487248    35.45518235951832    576642   226.722450238   12.858683913   0.0215736   1.59509023E10  
  9721     226.850006   12.574445   6379    0.021263333333333332   93.6    173   1.81   13.3      9.57        1124      226.66498914   12.76576279   0.02203233   13.3198   13.167    14     0.9279539507479525   88.40062137836395    36.08651893935295    572993   226.851866508   12.580149853   0.0211848   6.3949501E9    
  727368   241.94043    25.535      12182   0.040606666666666666   175.1   147   0.8    7.0       9.76        1195      241.93850269   25.46876729   0.04150658   13.4467   13.4644   13     1.0037480568473822   165.77659133336184   20.81495109384796    381549   241.944653271   25.537493984   0.0406597   6.4173952E9    
  203023   156.3125     13.437778   9369    0.03123                138.7   242   1.22   7.5       9.74        1214      156.45587797   13.72750943   0.03186095   13.195    13.1111   13     0.8351679402455414   129.0606154726778    22.246104120354453   410732   156.316146343   13.43849607    0.0313235   1.6256695E9    
  203024   156.40918    13.985001   9666    0.03222                142.9   130   0.73   6.9       9.55        1214      156.45587797   13.72750943   0.03186095   13.195    13.1111   13     0.8351679402455414   132.61708425371765   21.649517524826248   412092   156.413443447   13.988656928   0.0322199   1.62761498E9   
  200359   156.450012   13.740278   9723    0.03241                143.7   695   1.97   6.0       9.98        1214      156.45587797   13.72750943   0.03186095   13.195    13.1111   13     0.8351679402455414   130.27139728392584   22.039342092759473   258797   156.448986951   13.74911987    0.0316285   1.16649288E10  
  203031   156.890411   13.684167   9525    0.03175                140.9   160   0.84   6.2       9.6         1214      156.45587797   13.72750943   0.03186095   13.195    13.1111   13     0.8351679402455414   130.87056860112375   21.938438262562617   411865   156.895421491   13.687619701   0.0317795   1.66736154E9   
  231483   206.716248   3.750278    6896    0.022986666666666666   102.5   271   3.57   24.6      9.95        1218      206.87402451   3.52224883    0.02337715   13.1792   13.1177   13     0.8319424699609834   95.61840623839092    29.91063804657853    106386   206.716427957   3.747777697    0.02297     1.01115443E10  
  233109   206.722076   3.659722    7108    0.023693333333333334   105.6   142   1.52   13.1      9.6         1218      206.87402451   3.52224883    0.02337715   13.1792   13.1177   13     0.8319424699609834   98.74278218862253    28.96421871245144    426474   206.72546939    3.660845513    0.0237447   2.45514035E9   
  210026   166.245422   30.020834   8638    0.028793333333333334   127.6   232   2.07   14.8      9.9         1227      166.31282552   29.94490586   0.02950445   13.4383   13.2233   13     1.008924805187803    119.36008903938203   29.05852382411352    457742   166.243591129   30.027339424   0.0288864   1.93570714E10  
  6152     166.527496   29.937777   8931    0.02977                100.9   378   2.29   13.0      9.74        1227      166.31282552   29.94490586   0.02950445   13.4383   13.2233   13     1.008924805187803    122.58847559433342   28.293263083528547   507657   166.528740475   29.932814848   0.0296962   3.12009789E10  
  731546   166.58876    29.607779   8776    0.029253333333333333   129.6   149   0.86   6.6       9.53        1227      166.31282552   29.94490586   0.02950445   13.4383   13.2233   13     1.008924805187803    121.34604049272575   28.582951507240264   501825   166.591719821   29.597582691   0.0293844   6.5069459E8    
  216316   166.084167   30.1775     8602    0.028673333333333332   127.1   182   0.63   5.5       9.38        1227      166.31282552   29.94490586   0.02950445   13.4383   13.2233   13     1.008924805187803    118.60987246886025   29.24232122338545    464158   166.089305026   30.172780011   0.0286984   6.2517862E8    
  718114   146.934586   21.668055   7452    0.02484                110.7   457   5.21   24.0      10.18       1235      146.81499661   21.98432241   0.02495376   13.1661   13.199    13     0.8223530358937846   103.07688151547994   27.42653301132794    516102   146.934500874   21.668511859   0.0248213   2.00002683E10  
  718121   147.009171   21.624445   7559    0.025196666666666666   112.3   139   0.73   6.1       9.34        1235      146.81499661   21.98432241   0.02495376   13.1661   13.199    13     0.8223530358937846   104.47910325551217   27.058439491725814   508959   147.012632676   21.631103472   0.0251701   6.7037588E9    
  731485   160.85791    24.812222   15811   0.05270333333333333    230.3   128   0.97   7.9       10.08       1237      160.83478396   24.84059311   0.05361254   13.5996   13.6132   13     1.115751010236629    211.86299097914764   18.10448070573367    516310   160.860258537   24.812055791   0.052731    4.3355884E9    
  739831   161.132492   21.760834   5541    0.01847                81.3    125   0.57   5.1       8.95        1242      161.12862909   22.17902317   0.01940189   13.2819   13.2276   13     0.90367769800792     77.54656836065364    40.06128386892437    548546   161.134103823   21.758587706   0.0185258   9.7090483E8    
  739856   161.247925   21.741112   5972    0.019906666666666666   89.9    94    0.55   5.5       9.02        1242      161.12862909   22.17902317   0.01940189   13.2819   13.2276   13     0.90367769800792     83.83385329264134    37.05680898756664    548554   161.24393865    21.73557503    0.0200585   1.55043376E8   
  241668   221.806259   18.860001   12387   0.04129                179.7   438   2.06   9.6       10.2        1244      221.91476935   18.97446965   0.04198589   13.62     13.5919   13     1.1460029020163487   167.64499553940985   23.50006191977701    547851   221.810400943   18.858573126   0.0411437   4.0225575E10   
  731922   181.450409   24.113335   15310   0.05103333333333333    223.1   239   2.01   12.3      10.37       1249      181.18696331   24.16032648   0.05098228   13.6564   13.6049   13     1.1683803082818685   205.42154761686533   19.552942125312555   521162   181.448594794   24.115732177   0.051027    2.65068052E10  
  744808   217.815002   16.993612   14514   0.04838                210.4   380   2.18   9.5       10.36       1258      217.95958737   16.80415873   0.04855393   13.8119   13.7342   13     1.3195235253357642   195.38299069147237   23.21690195315332    559806   217.817192084   16.995141798   0.0483824   2.7354325E10   
  205140   154.790833   16.103889   8681    0.028936666666666666   128.7   421   1.97   9.6       9.89        1270      154.78169894   16.14626086   0.0286618    12.6786   12.7381   13     0.5636460462876834   119.54520669275936   16.20869986423758    595891   154.790359343   16.111800839   0.0289328   1.58362112E10  
  734391   154.893753   16.005556   8227    0.027423333333333334   122.2   202   1.01   6.6       9.55        1270      154.78169894   16.14626086   0.0286618    12.6786   12.7381   13     0.5636460462876834   114.49637161093084   16.923439129368838   598659   154.885708741   16.000965115   0.0276688   3.317504E8     
  205143   154.982086   16.121666   8475    0.02825                125.8   246   1.28   7.5       9.68        1270      154.78169894   16.14626086   0.0286618    12.6786   12.7381   13     0.5636460462876834   116.53817080679433   16.62693315054344    595894   154.985532055   16.129775737   0.0281796   4.8457641E9    
  201444   156.76416    16.019167   9697    0.032323333333333336   137.4   52    1.16   12.6      9.71        1271      156.7494236    16.09757352   0.03350915   13.4674   13.3954   13     1.02771229769831     132.90723261583386   26.582561108020773   581065   156.766461837   16.017933472   0.0322931   3.9455363E10   
  241738   214.654175   0.165       15938   0.05312666666666667    231.3   249   1.53   7.6       10.29       1275      214.50790387   0.27355919    0.05309699   13.7619   13.6653   12     1.2643708504976103   213.5187404215301    20.35693354031457    4272     214.647747044   0.157719246    0.0531699   2.28622356E10  
  220971   190.988327   3.623611    14434   0.048113333333333334   211.0   287   1.56   8.0       10.21       1284      190.89080318   3.58955198    0.04797669   13.821    13.6878   12     1.3295029454205538   193.92535344811552   23.568318304452152   51401    190.984471309   3.616460256    0.0479995   4.0927027E10   
  220959   190.795822   3.574444    14610   0.0487                 213.5   404   1.78   7.1       10.28       1284      190.89080318   3.58955198    0.04797669   13.821    13.6878   12     1.3295029454205538   196.47485448896686   23.262490608564022   51398    190.789020237   3.58121251     0.0486694   3.38039316E10  
  220215   183.469574   14.213611   15061   0.050203333333333336   219.9   391   2.39   11.6      10.44       1332      183.49813304   14.18500171   0.05094875   13.7448   13.6089   12     1.2504368591893373   202.13192746923275   21.266730736552866   256399   183.466382237   14.222964859   0.0501589   3.43486669E10  
  260317   243.022095   28.5        15949   0.05316333333333333    228.7   228   1.17   8.0       10.16       1344      243.11793373   28.40325335   0.05290055   13.7129   13.6465   12     1.2179343097860211   213.53985749485562   19.607345390290643   360343   243.02560757    28.498858832   0.0531755   3.7377532E10   
  242281   217.670837   12.265278   7995    0.02665                117.4   112   0.97   8.9       9.5         1366      217.60956019   11.94020112   0.02568276   13.3197   13.2833   12     0.9245802838124387   110.5112633942825    28.761528801525564   374367   217.67286267    12.270156739   0.0266733   3.28860186E9   
  242170   217.845001   12.231667   7924    0.026413333333333334   116.3   37    0.73   11.8      9.37        1366      217.60956019   11.94020112   0.02568276   13.3197   13.2833   12     0.9245802838124387   109.37295942407525   29.060865699753446   374368   217.846842223   12.2314939     0.0263893   7.0623059E8    
  242283   217.762497   11.886389   7975    0.026583333333333334   117.1   243   1.15   6.2       9.57        1366      217.60956019   11.94020112   0.02568276   13.3197   13.2833   12     0.9245802838124387   110.4094829786715    28.788042469337885   370756   217.760096148   11.889631819   0.0266479   5.4206362E9    
  745881   224.641235   23.97139    13961   0.046536666666666664   201.8   213   0.87   5.4       9.92        1400      224.84587973   23.99188719   0.04732988   13.6565   13.5551   12     1.1725449587109107   187.84312003875314   21.458931498672893   469488   224.645876635   23.962337961   0.0464048   1.79964457E10  
